transcript_id,CM_D18_R2,CM_D3_R2,CM_D0_R2,CM_D18_R1,CM_D3_R1,CM_D0_R1
ENST00000861643,0,0,0,0,0,0
ENST00000861640,0,0,0,0,0,0
ENST00000932259,0,0,0,0,0,0
ENST00000941784,0,0,0,0,0,0
ENST00000932260,0,0,0,0,0,0
ENST00000861652,0,0,0,0,0,0
ENST00000861649,0,0,0,0,0,0
ENST00000861651,0,0,0,0,0,0
ENST00000861642,0,0,0,0,0,0
ENST00000421612,0,0,0,0,0,0
ENST00000600404,0,0,0,0,0,0
ENST00000600522,0,1,0,0,0,0
ENST00000600318,0,75,0,0,0,0
ENST00000600897,0,0,0,0,0,0
ENST00000595721,0,0,0,0,0,0
ENST00000601063,0,0,0,0,0,0
ENST00000731518,0,16,0,0,4,0
ENST00000595944,0,0,0,0,0,0
ENST00000594567,0,0,0,0,0,0
ENST00000890104,149,95,49,0,0,148
ENST00000515535,6,0,0,16,0,8
ENST00000469492,6,0,0,0,2,0
MSTRG.22881.1,1056,773,178,596,654,328
ENST00000861645,10,6,17,6,21,5
ENST00000861650,1,0,0,0,0,0
MSTRG.22881.6,347,121,58,472,108,92
ENST00000433686,57,53,162,16,32,11
ENST00000861653,46,56,57,16,47,34
ENST00000861647,10,49,4,0,11,16
ENST00000598497,369,553,94,330,460,349
ENST00000861648,49,0,15,0,31,32
ENST00000601144,529,120,64,636,91,100
ENST00000596372,194,76,79,132,676,61
ENST00000932261,169,0,102,77,102,0
ENST00000941785,2,0,0,0,0,0
ENST00000595784,1,2,2,1,1,3
ENST00000594191,2,1,10,1,1,1
ENST00000600845,13,10,3,11,5,9
ENST00000806654,0,0,0,0,0,0
ENST00000597885,0,0,2,8,0,2
ENST00000659607,4,5,1,1,2,3
ENST00000598312,0,148,156,0,63,95
ENST00000597186,0,0,0,3,0,0
ENST00000933730,0,0,0,304,0,0
ENST00000941684,0,32,0,0,496,0
ENST00000941683,0,0,330,0,0,0
ENST00000858112,0,0,0,0,0,0
ENST00000933731,0,0,0,0,0,0
ENST00000500161,0,0,0,0,0,0
ENST00000941681,0,13,0,0,0,0
ENST00000858110,0,84,0,0,0,29
ENST00000858111,0,37,90,0,426,0
ENST00000601887,0,1,0,0,0,0
ENST00000358067,63,29,57,31,70,20
MSTRG.22883.4,5,16,11,485,133,5
ENST00000933728,847,882,0,379,0,301
ENST00000941682,8,52,3,2,4,4
ENST00000933729,417,0,0,254,0,295
ENST00000600438,5,6,0,14,1,2
ENST00000755215,0,0,0,7,3,0
ENST00000755214,0,0,0,0,0,0
ENST00000424679,0,0,0,0,0,0
ENST00000952034,0,0,0,0,0,2
ENST00000617501,0,502,60,572,202,114
ENST00000863438,0,0,0,0,0,0
ENST00000930795,0,0,0,0,0,0
ENST00000621145,0,15,3,5,5,6
ENST00000600704,0,0,0,0,0,0
ENST00000930797,0,0,0,0,0,0
ENST00000930796,0,0,0,0,0,0
ENST00000345813,0,16,0,0,47,43
ENST00000930798,0,0,0,0,0,0
ENST00000619307,0,0,0,0,0,0
ENST00000930799,0,0,0,0,0,0
ENST00000615675,0,7,7,2,7,1
ENST00000930801,0,0,0,0,0,0
ENST00000952035,0,0,0,0,0,0
ENST00000930800,0,0,0,0,0,0
ENST00000326804,0,0,7,0,0,0
ENST00000952036,0,4,0,0,6,4
ENST00000610905,0,0,22,0,0,0
ENST00000594839,0,0,2,0,0,0
ENST00000772858,0,0,0,6,0,5
ENST00000853338,0,0,0,138,0,0
ENST00000602260,0,10,8,3,2,6
ENST00000597564,0,5,0,0,0,0
ENST00000853343,0,0,0,0,27,0
ENST00000914894,0,0,0,0,0,148
ENST00000914895,0,0,0,0,0,0
ENST00000914896,0,0,0,0,0,27
ENST00000914897,0,0,0,0,0,0
ENST00000853341,0,666,0,0,0,165
ENST00000914898,0,0,0,0,0,339
ENST00000594303,0,0,0,0,0,1
ENST00000596825,0,355,0,0,0,371
ENST00000853342,0,10,0,0,0,30
ENST00000600775,0,0,0,0,0,0
ENST00000598880,0,0,0,0,0,0
ENST00000599953,0,0,0,0,0,0
ENST00000596929,0,0,0,0,0,0
MSTRG.22887.29,0,4,0,0,11,0
ENST00000627781,0,0,180,144,0,0
ENST00000759878,0,0,0,0,0,0
MSTRG.22891.3,0,0,0,40,18,0
ENST00000759879,0,22,26,7,0,13
ENST00000759881,0,0,0,0,0,2
ENST00000759882,0,0,0,0,0,0
ENST00000759883,0,0,0,2,0,3
ENST00000759884,0,0,0,0,0,4
ENST00000759887,0,0,0,0,0,0
ENST00000651034,0,0,0,0,0,0
MSTRG.22887.44,0,0,0,0,0,71
ENST00000914383,0,541,0,0,0,28
ENST00000914606,0,0,0,0,0,0
ENST00000870901,0,0,29,0,0,0
ENST00000427361,0,0,66,51,0,36
ENST00000610038,0,0,0,0,0,0
ENST00000608070,0,0,0,0,0,0
ENST00000609864,0,0,0,0,0,0
ENST00000870903,0,0,0,0,0,0
ENST00000914607,0,0,0,0,0,0
ENST00000914608,0,0,0,0,0,0
ENST00000914610,0,0,0,0,0,0
ENST00000914609,0,0,0,0,0,0
ENST00000870904,0,0,0,7,0,2
ENST00000914611,0,0,0,0,0,0
ENST00000914612,0,0,0,0,0,0
ENST00000608004,0,0,0,0,0,0
ENST00000634676,0,0,0,0,0,0
ENST00000659246,0,0,0,0,0,0
ENST00000671228,0,0,0,0,0,0
ENST00000669883,0,0,0,0,0,0
ENST00000651375,0,0,43,0,0,0
ENST00000749490,0,0,25,0,0,0
ENST00000702743,0,0,30,0,0,62
ENST00000749493,0,0,0,0,0,0
ENST00000904370,0,0,0,0,0,0
ENST00000904371,0,9,0,0,0,0
ENST00000904373,0,0,0,0,0,0
ENST00000850584,0,0,0,0,0,0
ENST00000622141,0,1,0,0,0,0
ENST00000755213,6,0,0,0,0,5
MSTRG.22886.6,16,0,140,0,0,181
MSTRG.22886.11,615,274,392,58,322,197
ENST00000594248,20,34,17,13,25,21
ENST00000597528,1,2,1,1,5,5
ENST00000601995,3,0,0,1,0,2
MSTRG.22887.1,108,135,88,113,254,178
ENST00000595146,446,377,352,327,310,327
ENST00000492022,17,0,6,7,0,0
ENST00000596836,3,4,0,8,0,4
MSTRG.22887.2,41,31,19,43,89,54
ENST00000599227,644,52,665,234,0,15
ENST00000597240,469,570,519,497,333,655
ENST00000687789,273,29,783,687,0,113
ENST00000853339,191,0,481,0,0,88
ENST00000637233,140,0,0,0,157,0
ENST00000594384,2,1,2,5,0,2
ENST00000914899,11,0,0,0,75,24
ENST00000853340,9,6,0,0,78,23
ENST00000596597,52,36,47,28,46,52
ENST00000942565,20,0,0,0,0,0
ENST00000853344,95,0,0,0,0,0
ENST00000652201,7,26,50,46,0,28
ENST00000942566,35,31,57,13,27,21
ENST00000596652,60,93,91,147,0,64
ENST00000600220,53,0,0,0,0,0
ENST00000596677,109,154,153,4,427,0
ENST00000637310,10,18,10,12,0,13
ENST00000600044,8,0,0,0,0,0
ENST00000595981,7,3,0,5,4,9
ENST00000599714,1,3,1,0,0,3
ENST00000269829,162,398,184,113,364,194
ENST00000597230,233,337,179,262,167,292
ENST00000759885,6,0,2,1,4,0
ENST00000759880,0,1,0,0,0,1
ENST00000595301,16,25,11,34,7,24
ENST00000759888,5,7,0,4,2,0
ENST00000693494,13,19,18,10,14,16
ENST00000621650,2724,1272,3202,2280,2216,2737
ENST00000591325,497,201,167,148,84,263
MSTRG.22887.50,993,870,925,1180,438,942
ENST00000413518,70,74,167,222,60,137
ENST00000434052,25,75,14,56,53,34
ENST00000870902,23,28,0,40,37,12
ENST00000590505,11,23,28,84,100,29
ENST00000664481,13,0,53,0,0,0
ENST00000658331,262,133,0,187,177,173
ENST00000669440,34,22,10,47,23,68
ENST00000702459,10,23,0,0,0,0
ENST00000687313,3,0,1,13,0,0
ENST00000666049,4,6,4,0,0,2
ENST00000749491,1,0,19,0,0,0
ENST00000749494,6,5,2,0,0,11
ENST00000749492,7,0,0,0,0,0
ENST00000594522,15,6,19,20,9,8
ENST00000329665,97,343,270,407,321,289
ENST00000904372,23,4,0,1,1,6
ENST00000904374,322,30,0,25,9,21
ENST00000869294,0,0,0,0,0,0
ENST00000963233,0,0,0,0,0,0
ENST00000545523,0,0,0,0,0,0
ENST00000869295,0,0,0,0,0,0
ENST00000869296,0,0,0,0,0,0
ENST00000599194,0,0,0,0,0,0
ENST00000963232,0,0,0,0,0,0
ENST00000963234,0,0,0,0,0,0
ENST00000598244,0,0,0,0,0,0
ENST00000599193,0,0,0,265,0,0
ENST00000928892,0,34,0,0,0,114
ENST00000928893,0,0,0,0,0,0
ENST00000963235,0,0,0,0,0,0
ENST00000963237,0,0,0,0,0,0
ENST00000869298,0,0,101,0,0,0
ENST00000336614,210,0,119,0,0,0
ENST00000594214,1,0,1,0,0,5
ENST00000963236,40,0,14,34,203,0
ENST00000869297,109,226,27,300,0,98
ENST00000263100,0,30,7,14,9,15
ENST00000850949,0,0,0,0,0,0
ENST00000600123,0,0,0,0,0,0
ENST00000670460,0,0,33,95,0,0
ENST00000594950,0,1,0,0,0,1
ENST00000593374,0,0,0,0,0,0
ENST00000599728,0,0,0,0,0,0
ENST00000600379,0,0,0,0,0,0
ENST00000600686,0,0,0,0,0,0
ENST00000600966,0,0,0,0,0,0
MSTRG.22897.11,0,22,0,0,167,51
ENST00000596636,0,0,0,0,0,0
ENST00000902091,0,378,153,1009,455,45
ENST00000311044,0,0,0,0,0,0
ENST00000902085,0,0,0,0,0,0
ENST00000914493,0,0,0,0,0,0
ENST00000902086,0,0,0,0,0,0
ENST00000902087,0,14,41,0,57,34
ENST00000425453,0,0,0,0,0,0
ENST00000914494,0,0,0,0,0,0
ENST00000902092,0,0,161,0,0,152
ENST00000966720,0,0,0,0,0,0
ENST00000902088,0,58,0,0,0,0
ENST00000902090,0,0,0,0,0,0
ENST00000966721,0,0,0,0,0,0
ENST00000966722,0,0,0,0,0,0
ENST00000902089,0,0,0,0,0,0
ENST00000914495,0,0,0,0,0,0
ENST00000595763,0,0,0,0,0,0
ENST00000663335,0,0,0,0,0,0
ENST00000851403,0,0,0,0,0,0
ENST00000923608,0,0,0,0,0,0
ENST00000851167,0,43,0,0,13,0
ENST00000596314,0,0,0,0,0,0
ENST00000951622,0,0,0,0,0,0
ENST00000582477,0,0,0,1,0,0
ENST00000912985,0,0,0,0,0,0
ENST00000851169,0,0,0,0,178,0
ENST00000726347,0,1,0,3,0,0
ENST00000912986,0,0,0,0,0,0
ENST00000598098,0,117,228,0,39,0
ENST00000912987,0,0,0,0,0,0
ENST00000912988,0,0,0,0,0,0
ENST00000598495,0,37,382,9,0,0
ENST00000851170,0,0,0,0,0,0
ENST00000851171,0,0,0,0,0,5075
ENST00000851172,0,2384,0,0,0,9084
ENST00000912989,0,0,0,0,0,1002
ENST00000912990,0,0,0,0,0,0
ENST00000912991,0,0,0,0,0,0
ENST00000912992,0,0,0,0,0,0
ENST00000912993,0,0,0,0,0,0
ENST00000912994,0,0,0,0,0,18
ENST00000912995,0,0,0,0,0,0
ENST00000851174,0,0,0,0,0,0
ENST00000726052,0,7,3,0,0,18
ENST00000596921,0,0,0,0,0,0
ENST00000594993,0,0,0,0,6,0
MSTRG.22911.2,0,0,0,552,0,0
ENST00000444227,0,0,0,0,0,0
ENST00000597309,0,0,0,0,0,0
ENST00000817566,0,0,0,0,0,0
ENST00000597980,0,0,0,0,0,0
ENST00000599238,0,0,0,0,0,0
ENST00000703729,0,0,0,0,0,0
ENST00000950417,0,4,0,0,0,2
MSTRG.22915.1,0,1,18,0,2,0
ENST00000596924,79,199,46,216,179,145
ENST00000850950,17,0,0,0,0,0
ENST00000595014,18,0,11,0,11,0
ENST00000598345,11,68,71,41,96,137
ENST00000593960,169,79,18,26,0,103
MSTRG.22897.6,41,0,0,0,0,0
ENST00000599109,126,106,43,132,56,22
ENST00000623509,25,48,12,45,22,15
ENST00000595302,70,57,48,0,1,1
ENST00000670199,160,113,0,88,3,5
ENST00000599952,84,1,1,4,2,5
ENST00000599889,82,37,23,102,33,18
ENST00000516402,2,0,0,0,1,0
ENST00000851405,40,8,25,22,27,93
ENST00000427624,59,80,50,0,30,0
ENST00000851406,30,1,9,59,28,36
ENST00000597582,20,57,33,84,26,0
ENST00000851404,7,3,2,14,3,11
ENST00000951621,29,249,0,79,64,15
MSTRG.22904.1,4,11,2,9,16,4
ENST00000726196,10,11,6,22,11,13
MSTRG.22903.3,4127,30,17,109,2729,18
ENST00000601521,1316,3104,0,0,6039,0
ENST00000851168,1,0,0,0,2,0
ENST00000196551,2739,4969,13071,9130,5928,9813
ENST00000851173,27,60,90,72,69,127
ENST00000599909,9,23,34,10,11,32
ENST00000598807,3,163,22,9,2,10
ENST00000596046,2,147,218,8,29,199
ENST00000599232,5,10,141,19,11,196
ENST00000601382,2,2,10,2,14,9
ENST00000596379,1,5,0,14,11,8
MSTRG.22911.1,534,296,262,284,452,368
ENST00000593393,26,15,72,134,9,85
MSTRG.22910.3,197,203,0,117,257,73
MSTRG.22910.4,242,28,155,56,17,5
ENST00000306910,2,5,0,155,25,0
ENST00000598901,2,5,0,0,1,0
ENST00000593920,69,0,0,0,0,0
ENST00000596281,1,0,0,0,1,2
MSTRG.22910.9,59,194,87,322,135,151
ENST00000703727,22,6,5,28,13,5
ENST00000322834,8,16,0,0,0,0
ENST00000703728,66,0,0,0,0,0
ENST00000599145,11,37,14,16,40,7
ENST00000596296,1,1,0,2,1,0
MSTRG.22912.1,255,68,32,158,76,63
ENST00000594816,208,24,15,92,52,41
ENST00000254166,394,166,154,368,130,165
ENST00000703732,3,0,94,3,0,0
ENST00000599148,155,146,14,113,62,69
ENST00000595059,74,21,8,29,21,20
ENST00000536459,0,0,0,0,0,0
ENST00000960633,0,0,0,0,0,0
MSTRG.22917.3,0,88,110,290,114,6
ENST00000868898,0,0,0,0,0,68
ENST00000868899,0,21,0,0,0,0
ENST00000868900,0,0,0,0,0,0
ENST00000868901,0,0,0,0,0,0
ENST00000960634,0,0,0,0,0,0
ENST00000960635,0,0,0,0,0,0
ENST00000593925,0,0,0,0,0,0
ENST00000596341,0,0,0,0,0,0
ENST00000598051,0,0,0,0,0,0
ENST00000600013,0,0,0,0,0,0
ENST00000594369,0,71,0,133,45,0
ENST00000943129,0,0,0,0,0,0
ENST00000335841,0,0,0,0,0,0
ENST00000610298,0,0,0,0,0,0
ENST00000864562,0,0,0,0,0,0
ENST00000864564,0,0,6,0,35,46
ENST00000864565,0,0,0,0,0,0
ENST00000864566,0,0,0,0,0,0
ENST00000263093,0,13,44,0,0,0
ENST00000599700,0,0,0,0,0,0
ENST00000601355,0,0,0,0,0,0
ENST00000594683,0,0,0,0,0,0
ENST00000196482,316,474,0,407,366,125
ENST00000868897,49,50,207,149,36,54
MSTRG.22917.6,662,0,0,18,6,1
ENST00000594468,15,12,12,14,26,10
ENST00000391694,20,25,47,42,45,42
ENST00000864814,76,149,0,97,79,50
ENST00000595851,34,73,51,38,36,33
ENST00000864563,44,14,0,54,0,0
ENST00000516525,3,1,1,5,2,0
ENST00000579576,1,0,0,0,0,1
ENST00000594786,21,0,0,75,61,162
ENST00000601997,1,2,4,2,1,14
ENST00000619318,17,19,9,37,16,13
ENST00000593745,33,22,11,49,26,34
ENST00000869556,0,0,0,0,0,71
ENST00000927209,0,0,0,0,0,0
ENST00000869555,0,0,0,0,0,0
ENST00000869554,0,0,0,0,0,0
ENST00000927208,0,0,0,0,0,0
ENST00000869557,0,0,0,0,0,0
ENST00000600990,0,0,56,0,113,0
ENST00000829408,0,0,0,0,0,0
MSTRG.22925.1,0,0,2,0,0,0
ENST00000807657,0,0,0,0,0,0
ENST00000594051,484,0,236,174,196,269
ENST00000354590,78,0,43,121,0,98
ENST00000869558,27,103,51,194,154,68
MSTRG.22923.10,120,366,351,413,291,347
ENST00000600130,2,0,6,0,5,5
ENST00000596739,2,0,3,8,0,6
ENST00000600118,0,0,15,0,288,0
ENST00000597848,0,0,310,0,0,39
ENST00000884948,0,0,0,98,0,0
ENST00000917473,0,0,0,0,0,0
ENST00000884951,0,0,0,0,0,0
ENST00000917469,0,0,0,0,0,0
ENST00000917471,0,0,0,0,0,0
ENST00000917472,0,0,0,0,0,0
ENST00000917474,0,0,9,0,0,82
ENST00000917476,0,0,0,0,0,0
ENST00000917478,0,0,0,0,0,0
ENST00000884944,0,0,0,0,0,0
ENST00000884945,0,0,0,0,0,0
ENST00000917463,0,0,0,0,0,0
ENST00000917464,0,0,0,0,0,0
ENST00000917465,0,0,0,0,0,0
ENST00000917466,0,0,0,0,0,0
ENST00000917467,0,0,0,0,0,0
ENST00000917468,0,0,0,0,0,0
ENST00000884960,0,0,0,0,0,0
ENST00000917475,0,0,0,0,0,0
ENST00000884952,0,0,0,0,0,0
ENST00000884953,0,0,0,0,0,0
ENST00000884954,0,0,107,0,33,25
ENST00000884955,0,0,0,0,0,0
ENST00000884956,0,0,0,0,0,0
ENST00000884959,0,0,0,0,0,114
ENST00000917477,0,0,0,0,0,0
ENST00000884946,0,0,0,0,0,0
ENST00000884947,0,0,0,0,0,0
ENST00000884950,0,0,0,0,0,67
ENST00000884957,0,0,0,0,0,0
ENST00000944519,0,0,0,0,0,0
ENST00000596708,120,25,15,27,294,0
ENST00000601220,285,30,20,40,328,380
ENST00000312547,255,330,115,809,309,114
ENST00000917470,96,23,10,29,88,0
ENST00000600006,85,146,100,189,96,41
ENST00000688139,19,16,4,6,2,4
ENST00000884958,89,31,17,47,108,82
ENST00000884949,145,207,118,231,69,47
ENST00000691588,44,39,133,72,66,89
ENST00000686722,3,52,2,8,14,3
ENST00000597209,11,7,2,8,8,1
ENST00000600804,1,1,1,1,1,1
ENST00000579267,0,0,1,1,0,4
ENST00000950724,0,0,0,0,0,0
ENST00000913372,0,0,0,0,0,0
MSTRG.22927.4,0,0,0,0,1921,5577
ENST00000593582,0,0,0,0,113,88
ENST00000913373,0,0,10094,0,0,0
ENST00000913374,0,4760,0,0,3877,0
ENST00000913375,0,0,0,0,1688,0
ENST00000950725,0,0,0,0,0,0
ENST00000950726,0,0,63,0,0,0
ENST00000913376,0,0,0,0,0,0
ENST00000887640,0,0,0,0,0,0
ENST00000887641,0,0,0,0,2092,0
ENST00000594806,0,0,0,0,0,0
ENST00000913377,0,0,0,0,0,0
ENST00000913378,0,0,0,0,0,0
ENST00000950727,0,0,0,0,0,0
ENST00000341753,0,0,0,0,0,860
ENST00000597423,0,0,0,0,0,0
ENST00000253024,10518,3122,13938,9945,2300,8245
ENST00000597968,5,31,13,14,9,7
ENST00000597618,19,59,22,12,15,31
ENST00000597172,3,7,5,3,7,2
ENST00000601150,49,137,142,39,128,79
ENST00000597995,5,5,2,3,15,2
ENST00000597136,54,0,51,0,0,0
ENST00000595028,2,3,1,1,2,2
ENST00000595974,54,37,39,0,0,42
ENST00000600840,1,2,1,1,2,2
ENST00000598355,5,15,2,2,11,12
ENST00000621968,9,5,2,0,0,3
ENST00000461026,0,0,0,0,0,5
MSTRG.22933.1,10,0,15,210,0,8
ENST00000327669,254,77,447,385,24,192
ENST00000460464,1,3,6,4,0,2
MSTRG.22933.3,2,0,0,0,0,0
ENST00000789880,0,0,0,0,0,0
ENST00000716556,0,0,0,0,0,0
ENST00000789874,0,0,0,0,0,0
ENST00000789878,0,0,1,0,0,0
ENST00000789846,0,0,1,0,0,0
ENST00000789876,0,0,0,1,0,0
ENST00000789879,0,0,0,0,0,0
ENST00000789875,0,0,0,0,0,0
ENST00000789831,0,0,0,0,0,0
ENST00000789851,0,0,0,0,0,0
ENST00000653470,0,0,0,0,0,0
MSTRG.22931.2,0,0,0,0,100,122
ENST00000894440,0,0,3,0,0,0
ENST00000894444,0,0,0,0,0,0
ENST00000894436,0,0,0,0,0,0
ENST00000894438,0,0,5,0,0,0
ENST00000894435,0,0,0,0,0,0
ENST00000894445,0,0,0,0,0,0
ENST00000958730,0,0,0,0,0,0
ENST00000594234,0,0,0,0,0,0
ENST00000894439,0,0,0,2,0,0
ENST00000894441,0,0,0,30,0,0
ENST00000920165,0,4,0,0,0,0
ENST00000958727,0,0,0,0,0,0
ENST00000599369,0,0,0,21,0,0
ENST00000958728,0,0,0,0,0,0
ENST00000958731,0,0,0,0,0,0
ENST00000894443,0,0,0,0,0,0
ENST00000958729,0,0,0,0,0,0
ENST00000894437,0,0,0,0,0,0
ENST00000920163,0,0,0,15,0,0
ENST00000594108,0,0,0,0,0,0
ENST00000600048,0,0,0,0,1,11
ENST00000596039,0,0,0,0,0,0
ENST00000479047,0,0,0,0,0,0
ENST00000789848,0,0,0,0,0,0
ENST00000789847,0,0,0,0,0,0
ENST00000789849,0,0,0,0,0,0
ENST00000789833,0,0,0,0,0,0
ENST00000789834,0,0,0,0,0,0
ENST00000789877,0,0,0,0,0,0
ENST00000789832,0,0,0,0,0,0
ENST00000789835,0,0,0,0,0,0
ENST00000789850,0,36,0,72,0,3
ENST00000789836,0,141,0,0,0,0
ENST00000473164,0,0,0,0,0,0
ENST00000789852,0,0,0,0,0,0
ENST00000789855,0,0,0,0,0,0
ENST00000789856,0,0,0,0,0,0
ENST00000789838,0,0,0,0,0,0
ENST00000789857,0,0,0,0,0,0
ENST00000789859,0,0,0,0,0,0
ENST00000789861,0,0,0,0,0,0
ENST00000789841,0,0,0,0,0,0
ENST00000789854,0,0,0,0,0,0
ENST00000789860,0,0,0,0,0,0
ENST00000789862,0,0,0,0,0,0
ENST00000789853,0,0,0,0,0,0
ENST00000789863,0,0,0,0,0,0
ENST00000789864,0,0,0,0,0,0
ENST00000789840,0,0,0,0,0,0
ENST00000789865,0,0,0,0,0,0
ENST00000789866,0,0,0,0,0,0
ENST00000789867,0,0,0,0,0,0
ENST00000789868,0,0,0,0,0,0
ENST00000789869,0,0,0,0,0,0
ENST00000789870,0,21,0,2,0,0
ENST00000789843,0,0,0,0,0,0
ENST00000789871,0,0,0,0,0,0
ENST00000789845,0,0,0,0,0,0
ENST00000789872,0,0,0,0,0,0
ENST00000789873,0,0,0,0,0,0
ENST00000940562,68,80,0,27,0,0
ENST00000253023,853,1263,1927,1094,1514,2090
ENST00000595957,216,254,142,179,81,267
ENST00000596985,5,13,6,7,1,15
ENST00000599829,4,8,0,1,1,2
ENST00000593801,5,9,2,1,1,2
ENST00000692455,170,193,124,192,204,123
ENST00000600726,3,0,2,1,1,0
ENST00000593642,1,0,0,1,1,0
ENST00000600534,67,24,19,51,7,10
MSTRG.22931.1,368,134,68,130,240,6
ENST00000600004,186,148,115,166,145,158
MSTRG.22931.8,120,208,0,174,0,0
ENST00000215057,36,13,0,34,0,0
ENST00000920164,54,56,0,36,0,0
ENST00000894442,46,0,0,0,0,0
MSTRG.22931.27,427,465,156,331,215,326
ENST00000595245,90,58,35,64,68,42
ENST00000651608,1,8,50,1,0,34
ENST00000789837,15,0,0,0,0,0
ENST00000487264,3,0,0,0,0,0
ENST00000789858,84,0,46,5,25,25
ENST00000789839,4,0,0,0,0,0
ENST00000789842,6,0,0,0,0,0
ENST00000493504,1590,1000,937,1262,1293,1659
ENST00000789844,23,0,19,0,27,15
ENST00000718255,10,27,10,13,6,13
ENST00000652551,7,19,9,5,88,12
ENST00000597341,4,1,1,1,1,2
ENST00000790075,1,1,1,0,1,0
ENST00000596029,35,13,2,0,3,2
ENST00000596427,4,3,6,3,6,1
ENST00000464061,314,18,31,171,101,66
ENST00000460974,0,0,0,0,0,0
MSTRG.22934.1,0,0,2,2,2,0
ENST00000936192,0,0,0,0,0,0
ENST00000463865,0,0,0,47,132,92
ENST00000626873,0,0,2,0,0,5
ENST00000971971,0,0,0,0,0,0
ENST00000405430,0,0,0,1,4,0
ENST00000971970,0,0,0,0,0,0
MSTRG.22934.14,0,0,0,0,61,92
ENST00000971972,0,0,0,0,0,0
MSTRG.22934.17,0,193,170,125,0,27
MSTRG.22934.18,0,36,0,0,124,74
MSTRG.22934.20,0,0,0,0,1,0
ENST00000936193,0,0,0,0,0,0
ENST00000403658,0,0,0,0,0,0
ENST00000468321,0,0,0,33,0,0
ENST00000479739,0,0,30,67,36,20
ENST00000488044,0,0,0,0,0,0
ENST00000488979,0,2,14,0,5,5
MSTRG.22934.34,0,0,0,0,0,0
ENST00000475027,0,0,0,0,0,0
ENST00000454318,0,0,0,0,0,0
ENST00000415368,0,0,0,0,0,0
ENST00000462719,0,0,0,0,0,5
ENST00000465733,0,0,0,0,3,0
ENST00000477707,0,0,0,0,0,0
ENST00000472861,0,0,0,0,0,0
ENST00000413140,0,0,45,381,410,1110
ENST00000442386,0,51,0,1,669,5
ENST00000896687,0,0,0,0,0,0
ENST00000405364,0,3,4,0,0,0
ENST00000896686,0,0,160,0,0,0
ENST00000896690,0,0,0,0,253,0
ENST00000896688,0,0,0,0,0,0
ENST00000896689,0,0,0,0,0,0
ENST00000972067,0,0,0,0,0,0
ENST00000896691,0,0,0,0,0,0
ENST00000403610,0,0,0,0,0,0
ENST00000896932,0,0,0,0,0,0
ENST00000955430,0,0,0,0,0,0
ENST00000955429,0,0,0,0,0,0
ENST00000896933,0,0,0,0,0,0
ENST00000896931,0,0,0,0,0,0
ENST00000896936,0,0,0,0,0,0
ENST00000896934,0,0,0,0,0,47
ENST00000955431,0,0,0,0,0,0
ENST00000896935,0,0,0,0,0,0
ENST00000401503,0,0,0,0,0,0
ENST00000405290,0,0,0,10,0,0
ENST00000401489,0,0,0,0,0,6
ENST00000344414,0,0,0,0,0,2
ENST00000452023,0,0,0,0,0,0
ENST00000776221,0,10,9,0,4,5
ENST00000463919,0,0,0,0,0,0
ENST00000450709,0,8,0,0,0,0
ENST00000427831,0,0,0,0,0,0
ENST00000776219,0,0,0,0,0,0
ENST00000776220,0,0,0,0,0,0
ENST00000776223,0,0,0,0,0,0
ENST00000776222,0,0,0,0,0,0
ENST00000776225,0,0,0,0,0,0
ENST00000776224,0,14,0,0,0,0
ENST00000776600,0,0,0,0,0,0
ENST00000775976,0,0,0,0,0,0
ENST00000654297,0,0,0,0,0,0
ENST00000775971,0,0,0,0,0,0
ENST00000775970,0,0,0,0,0,0
ENST00000668987,0,0,0,0,0,0
ENST00000588842,0,0,0,0,0,0
ENST00000670312,0,0,0,0,0,0
ENST00000666288,0,0,0,0,0,0
ENST00000590255,0,0,0,0,0,0
ENST00000585703,0,0,0,0,0,0
ENST00000588334,0,0,0,0,0,0
ENST00000591178,0,0,0,0,0,0
ENST00000592090,0,0,0,0,0,0
ENST00000457938,0,0,0,0,0,0
ENST00000587073,0,0,0,0,0,0
ENST00000775972,0,0,0,0,0,0
ENST00000590678,0,0,0,0,0,0
ENST00000664423,0,0,0,0,0,0
ENST00000670259,0,0,0,0,0,0
ENST00000591158,0,0,0,0,0,0
ENST00000775973,0,0,0,0,0,0
ENST00000586673,0,0,0,0,0,0
ENST00000670069,0,0,0,0,0,0
ENST00000416685,0,0,0,0,0,0
ENST00000589124,0,0,0,0,0,0
ENST00000592553,0,0,0,0,0,0
ENST00000587796,0,0,0,0,0,0
ENST00000586311,0,0,0,0,0,0
ENST00000591927,0,0,0,0,0,0
ENST00000619113,0,0,0,0,0,0
ENST00000586235,0,0,0,0,0,0
ENST00000589588,0,0,0,0,0,0
ENST00000612487,0,0,0,0,0,0
ENST00000609984,0,0,0,0,0,0
ENST00000591122,0,0,0,0,0,0
ENST00000585783,0,0,0,0,0,0
ENST00000592687,0,0,0,0,0,0
ENST00000591015,0,0,0,0,0,0
ENST00000592366,0,0,0,0,0,0
ENST00000586772,0,0,0,0,0,0
ENST00000591244,0,0,0,0,0,0
ENST00000589936,0,0,0,0,0,0
ENST00000586715,0,0,0,0,0,0
ENST00000775975,0,0,0,0,0,0
ENST00000656312,0,0,0,0,0,0
ENST00000663190,0,0,0,0,0,0
ENST00000775974,0,0,0,0,0,0
