transcript_id,CM_D18_R2,CM_D3_R2,CM_D0_R2,CM_D18_R1,CM_D3_R1,CM_D0_R1
ENST00000762128,0,0,0,0,0,0
ENST00000762126,0,0,0,0,0,4
ENST00000762115,0,0,0,0,0,0
ENST00000563252,0,20,0,0,0,0
ENST00000762117,0,0,0,0,0,0
ENST00000762116,0,0,0,0,0,0
ENST00000688846,0,0,0,0,0,0
ENST00000762129,0,0,0,0,0,0
ENST00000762130,0,0,0,0,0,0
ENST00000688695,0,0,0,0,0,0
ENST00000762131,0,0,0,0,0,40
ENST00000762132,0,0,0,0,0,0
ENST00000762133,0,0,0,0,0,0
ENST00000762135,0,0,0,0,0,0
ENST00000762134,0,0,0,0,0,0
ENST00000762118,0,0,0,0,0,0
ENST00000762136,0,0,0,0,0,0
ENST00000762119,0,0,0,0,0,0
ENST00000762120,0,0,0,0,0,0
ENST00000762137,0,0,0,0,0,0
ENST00000687080,0,0,0,0,0,0
ENST00000762121,0,0,0,0,0,0
ENST00000762139,0,0,0,0,0,0
ENST00000762122,0,0,0,0,0,0
ENST00000762123,0,0,0,0,0,0
ENST00000762124,0,0,0,0,0,0
ENST00000762125,0,0,0,0,0,0
ENST00000762138,0,0,0,0,0,0
ENST00000936813,0,0,30,0,0,24
MSTRG.16248.1,0,0,0,1218,0,0
ENST00000936814,0,0,0,0,0,0
ENST00000955946,0,0,0,0,0,0
ENST00000879527,0,0,0,0,0,0
ENST00000563718,0,0,0,0,0,0
ENST00000879528,0,0,0,0,0,0
ENST00000568749,0,0,0,0,0,0
ENST00000879529,0,0,0,0,0,0
ENST00000879530,0,0,0,0,0,0
ENST00000949434,0,0,0,0,0,0
ENST00000322861,0,0,0,0,0,0
ENST00000949435,0,0,0,0,0,0
ENST00000949436,0,0,0,0,0,0
ENST00000949437,0,0,0,0,0,0
ENST00000566955,0,13,5,0,6,4
ENST00000495929,0,0,0,0,0,0
ENST00000652617,0,0,0,0,0,68
ENST00000572252,0,0,0,0,0,0
ENST00000573615,0,0,0,2,0,0
MSTRG.16252.6,0,0,0,0,71,0
ENST00000528032,0,0,0,0,0,0
ENST00000622647,0,0,0,0,0,0
ENST00000566517,0,0,0,0,0,0
ENST00000568577,0,0,0,0,0,0
ENST00000563743,0,0,0,0,0,0
ENST00000562152,0,0,0,0,0,0
ENST00000570039,0,16,10,5,13,2
MSTRG.16251.5,0,35,0,748,0,10
MSTRG.16251.6,0,20,1380,8,1895,0
ENST00000872220,0,0,0,0,0,0
ENST00000921036,518,1,1,1,1,2
ENST00000305596,1782,2074,2776,2783,938,1733
ENST00000569466,2,36,20,26,8,19
ENST00000564525,1,6,6,1,1,1
ENST00000690312,76,76,111,151,131,47
ENST00000701321,9,16,0,7,8,5
ENST00000409939,2229,1753,1829,1558,1602,1860
ENST00000475650,70,108,16,121,27,31
ENST00000955945,4,12,0,14,0,0
ENST00000478158,253,0,0,0,0,147
ENST00000490703,2,6,0,0,0,4
ENST00000475872,4,1,10,0,1,6
ENST00000566671,2,7,9,19,1,3
ENST00000464644,14,256,135,280,124,10
ENST00000611264,61,23,16,21,19,8
ENST00000563728,14,0,2,30,0,3
MSTRG.16251.1,498,2433,137,47,360,442
ENST00000321367,2,0,0,3,0,0
ENST00000563957,66,77,34,27,45,0
ENST00000624127,15,24,7,2,30,24
ENST00000567783,9,3,2,17,10,8
ENST00000320159,721,227,599,364,782,418
ENST00000613509,393,624,373,283,551,725
ENST00000689900,38,48,58,55,29,55
ENST00000563399,0,1,0,0,0,0
ENST00000568754,0,1,0,0,0,0
ENST00000563211,0,10,0,0,0,4
ENST00000569864,0,0,0,0,0,0
ENST00000951012,0,5,0,31,3,0
ENST00000935503,0,0,0,0,80,0
ENST00000889798,0,0,0,0,10,0
ENST00000571654,0,1,0,0,1,0
ENST00000564946,27,19,0,9,1,3
ENST00000565410,1,1,8,1,0,8
ENST00000889797,88,56,86,124,12,175
ENST00000300835,317,93,0,643,0,0
ENST00000287463,215,97,55,0,13,87
ENST00000542965,174,186,0,144,279,0
ENST00000567322,3,3,0,4,5,0
ENST00000567989,1,15,8,7,10,17
ENST00000565977,3,1,3,2,3,17
ENST00000894013,0,0,0,0,0,0
ENST00000957651,0,32,22,19,13,0
ENST00000894014,0,0,0,0,0,0
ENST00000434417,0,0,0,0,0,0
ENST00000894016,0,0,0,0,0,0
ENST00000362917,0,4,0,0,3,3
ENST00000678016,0,0,2,0,0,0
ENST00000567983,0,0,0,0,0,0
ENST00000568973,0,1,0,6,8,0
ENST00000365606,0,0,0,0,0,0
ENST00000410769,0,0,0,0,0,0
ENST00000875722,0,0,0,0,0,0
ENST00000875723,0,0,0,0,0,0
ENST00000677830,0,0,0,0,0,0
ENST00000562652,0,0,0,0,0,0
ENST00000358164,0,0,0,0,0,0
ENST00000955585,0,0,0,0,0,0
ENST00000356798,0,0,0,0,0,0
ENST00000568926,0,0,0,0,0,0
ENST00000565864,0,0,0,0,0,0
ENST00000562857,0,0,0,0,0,0
ENST00000565348,0,0,0,0,0,0
ENST00000433423,0,0,0,0,0,0
ENST00000955586,0,0,0,0,0,0
ENST00000569725,0,0,0,0,0,0
ENST00000717383,0,0,0,0,0,0
ENST00000749219,0,0,0,0,0,0
ENST00000569459,0,0,0,0,0,0
ENST00000676652,0,0,2,0,2,0
ENST00000562525,0,0,0,0,0,0
ENST00000717384,0,0,0,0,0,0
ENST00000515897,0,0,0,0,0,0
ENST00000566149,0,0,0,0,0,0
ENST00000568012,0,0,0,0,0,0
ENST00000564935,0,0,0,0,0,0
ENST00000568987,0,0,0,0,0,0
ENST00000563751,0,0,0,0,0,0
ENST00000563615,0,0,0,0,0,0
ENST00000580665,0,0,0,0,0,0
ENST00000562020,0,0,0,0,0,0
ENST00000679323,0,0,0,0,0,0
ENST00000566267,0,0,0,0,0,0
ENST00000678574,0,0,0,0,0,0
ENST00000564632,0,0,0,0,0,0
ENST00000562803,0,0,29,0,0,56
ENST00000937379,0,0,0,0,0,0
ENST00000664247,0,38,14,0,12,92
ENST00000732612,0,0,10,0,0,0
ENST00000732613,0,0,0,0,0,0
ENST00000952475,0,0,0,0,0,0
ENST00000897345,0,0,0,0,0,0
ENST00000897346,0,0,52,0,0,0
ENST00000562455,0,0,0,0,0,0
ENST00000566632,0,2,0,0,0,0
ENST00000567855,0,3,0,0,0,3
ENST00000563707,0,0,0,0,0,0
ENST00000657071,0,0,0,19,0,0
ENST00000492040,0,0,0,3,0,0
ENST00000562128,0,0,6,3,0,0
ENST00000891565,0,0,0,0,0,0
ENST00000971000,0,0,0,0,0,0
ENST00000912834,0,0,0,0,0,0
ENST00000567773,0,0,0,0,0,0
ENST00000761158,0,4,0,5,0,0
ENST00000761159,0,0,0,5,0,0
ENST00000761164,0,0,0,0,0,0
ENST00000761154,0,0,0,0,0,0
ENST00000761163,0,0,0,0,0,0
ENST00000761160,0,0,0,0,0,0
ENST00000761165,0,0,0,0,0,0
ENST00000761156,0,4,8,0,0,0
ENST00000761161,0,0,0,0,0,0
ENST00000761153,0,0,0,0,0,0
ENST00000761169,0,0,0,0,0,0
ENST00000761166,0,0,0,0,0,0
ENST00000563540,0,0,0,0,0,0
ENST00000761157,0,0,0,0,0,0
ENST00000761168,0,0,0,0,0,0
MSTRG.16268.1,0,51,7,0,0,43
ENST00000924641,0,0,0,0,0,0
MSTRG.16269.3,0,0,2,0,177,0
ENST00000563304,0,0,0,10,0,4
ENST00000565440,0,0,0,0,0,0
ENST00000566673,0,5,5,0,4,5
ENST00000568120,0,0,0,0,0,0
ENST00000894015,87,104,61,124,108,69
ENST00000319296,156,221,127,103,150,194
ENST00000566625,32,29,30,36,33,34
ENST00000564550,44,61,70,43,26,95
ENST00000319285,893,521,2123,1179,829,1856
ENST00000568434,1,10,11,5,7,2
ENST00000565758,1,0,1,0,0,6
ENST00000478753,1975,3171,3436,3294,2547,3405
ENST00000678203,5,5,0,11,4,7
ENST00000380412,1934,849,1264,2257,1532,1257
ENST00000569360,8,8,0,0,0,0
ENST00000624451,125,80,35,189,102,53
ENST00000395094,324,367,266,251,355,580
ENST00000693075,189,251,215,459,104,0
ENST00000252799,200,436,118,261,136,0
ENST00000568028,4,2,15,11,13,0
ENST00000457283,46,44,32,34,69,29
ENST00000569752,3,7,12,0,2,6
ENST00000569728,17,12,19,27,0,16
ENST00000732736,9,10,8,17,18,0
ENST00000395091,500,330,84,644,360,380
ENST00000252797,305,412,150,488,336,17
ENST00000568333,43,34,25,45,37,52
ENST00000897344,46,0,3,58,10,8
ENST00000563276,55,30,13,61,30,0
ENST00000563665,41,73,11,88,74,46
ENST00000223459,122,43,0,179,30,45
ENST00000727848,16,13,0,11,8,1
ENST00000486926,5,8,10,1,0,4
MSTRG.16265.2,1005,468,204,1202,717,443
ENST00000470110,58,0,0,0,0,0
ENST00000912833,247,230,0,0,0,0
ENST00000891566,132,57,0,0,0,0
ENST00000912832,3,14,108,361,188,142
ENST00000395216,55,81,101,57,56,39
ENST00000761167,15,21,16,7,12,51
ENST00000761155,14,19,11,17,4,11
ENST00000761162,5,7,7,7,6,0
ENST00000564755,7,6,7,2,2,0
ENST00000287461,1107,550,867,1092,409,947
ENST00000564262,4,4,0,0,0,3
ENST00000565710,4,3,1,3,3,0
ENST00000688509,1,1,1,1,1,1
ENST00000562444,3,0,0,7,0,0
ENST00000543786,0,5,0,9,0,0
ENST00000484152,0,1,0,1,1,0
ENST00000482749,0,3,0,0,0,0
ENST00000356166,1918,1750,381,1813,1438,323
ENST00000498588,1,6,2,6,3,0
ENST00000468966,21,66,1,16,11,12
ENST00000287468,46,194,0,341,276,0
ENST00000570170,28,64,8,36,6,71
ENST00000494101,15,35,9,6,23,13
MSTRG.16281.1,987,405,421,1200,668,923
ENST00000262525,1465,875,1145,1505,1294,0
ENST00000896341,9,27,5,3,14,0
ENST00000784535,0,0,0,0,0,0
ENST00000564775,0,0,3,1,3,0
ENST00000568500,0,0,0,18,0,0
ENST00000784532,0,0,0,0,0,0
ENST00000784534,0,0,0,0,0,0
ENST00000662983,0,0,0,0,0,0
ENST00000784533,0,0,0,0,0,0
ENST00000411466,0,99,312,0,2060,37
MSTRG.16276.4,0,1670,21,0,71,28
ENST00000931588,0,0,0,0,0,0
ENST00000931589,0,752,0,0,0,0
MSTRG.16276.8,0,364,1182,0,71,930
ENST00000262518,0,84,180,0,3,36
MSTRG.16276.11,0,439,1668,0,0,305
ENST00000704023,0,0,0,0,0,0
MSTRG.16276.20,0,0,0,21,0,0
ENST00000565924,0,0,0,23,0,0
ENST00000424889,0,0,0,0,0,0
ENST00000866453,0,0,0,4,0,0
ENST00000564838,0,27,0,0,0,0
ENST00000958863,0,0,0,0,0,0
ENST00000915462,0,0,0,0,0,0
ENST00000915463,0,0,0,0,0,0
ENST00000866455,0,0,0,0,0,0
ENST00000328273,0,98,136,162,54,85
ENST00000866456,0,0,0,0,0,0
ENST00000958864,0,0,0,0,0,0
ENST00000563607,0,9,0,6,0,0
ENST00000561712,0,30,14,6,8,20
ENST00000892303,0,0,0,0,0,33
ENST00000892304,0,0,0,1,0,0
ENST00000957788,0,0,0,0,0,0
ENST00000535476,0,0,0,0,0,0
ENST00000892305,0,0,0,0,0,0
ENST00000543128,0,0,0,11,0,0
ENST00000537986,0,1,0,0,0,1
ENST00000892306,0,0,0,0,0,0
ENST00000545809,0,0,0,0,0,0
ENST00000566811,0,1,1,0,0,0
MSTRG.16279.3,0,903,997,132,0,1
ENST00000928405,0,0,1,1,1,0
ENST00000946790,0,6,2,4,5,2
ENST00000864897,0,0,0,0,0,0
ENST00000946788,0,0,0,0,0,0
ENST00000565995,0,0,0,0,0,0
ENST00000357890,0,0,0,0,0,0
ENST00000864898,0,0,0,0,0,0
ENST00000864899,0,0,0,0,0,0
ENST00000928406,0,0,0,0,0,0
ENST00000946789,0,0,0,0,0,0
ENST00000565931,0,0,0,0,0,0
ENST00000928407,0,0,0,0,0,0
ENST00000928408,0,0,0,0,0,0
ENST00000946791,0,0,0,0,0,0
ENST00000602784,0,0,0,0,0,0
ENST00000686453,13,21,16,6,22,19
ENST00000931587,943,1940,177,2758,29,636
MSTRG.16276.1,962,646,649,3547,0,214
ENST00000706321,62,109,51,79,140,23
ENST00000931590,1735,357,221,997,1362,697
MSTRG.16276.10,5,4,0,0,0,373
ENST00000931591,7,29,259,185,663,8
ENST00000410355,2,3,1,4,0,2
ENST00000380361,3175,194,0,361,0,0
ENST00000483083,246,240,254,67,300,113
ENST00000384028,2,6,0,0,0,4
ENST00000474008,2,3,3,3,1,8
ENST00000615541,5,1,1,2,0,1
ENST00000483578,30,0,0,0,0,0
ENST00000866454,8,0,0,0,0,0
ENST00000563588,263,64,202,272,689,181
ENST00000563913,178,111,177,195,72,199
ENST00000915464,4,94,143,214,55,240
ENST00000565897,113,65,26,26,138,38
ENST00000569762,10,42,9,16,18,2
ENST00000569684,50,55,23,28,18,36
ENST00000544613,1,0,0,0,0,0
ENST00000546006,8,1,1,0,1,0
ENST00000543610,2,0,0,0,0,0
ENST00000544643,3,0,0,38,1,1
ENST00000544487,10,44,21,1,3,3
ENST00000433909,10,0,0,0,0,0
ENST00000541260,5,50,0,6,11,0
ENST00000545825,23,25,3,5,39,3
MSTRG.16279.1,566,6,14,3,3,1
ENST00000563909,1,6,0,0,0,0
ENST00000864896,746,470,599,161,331,1222
ENST00000324685,1557,1011,1113,2967,2078,355
ENST00000563683,222,0,0,0,0,0
ENST00000493683,713,382,0,0,0,0
ENST00000566703,7,16,7,2,8,2
ENST00000564260,5,12,2,12,3,6
ENST00000567365,13,0,0,0,0,0
ENST00000623557,74,82,32,40,46,48
ENST00000850897,1,1,1,1,1,1
ENST00000568660,0,0,0,0,0,0
ENST00000621583,3,2,1,0,0,0
MSTRG.16288.1,107,247,38,36,83,34
ENST00000574418,0,0,0,0,0,0
ENST00000576194,0,2,0,0,3,0
ENST00000579767,0,0,0,0,0,0
ENST00000564901,0,0,0,0,0,0
ENST00000662645,0,0,0,0,0,57
ENST00000572471,0,0,0,0,0,0
ENST00000565573,0,0,0,0,0,0
ENST00000656372,0,0,0,0,0,0
MSTRG.16282.7,0,0,0,0,58,0
ENST00000936619,0,0,0,0,0,0
ENST00000947225,0,23,4,0,0,2
ENST00000947224,0,0,0,0,0,0
ENST00000390236,0,0,0,0,0,0
ENST00000814762,0,0,0,0,0,0
ENST00000412003,0,0,0,0,7,0
MSTRG.16282.1,964,1044,39,662,1889,123
ENST00000380317,135,127,0,36,163,0
ENST00000572628,142,866,106,308,978,69
ENST00000570025,0,43,4,30,31,7
ENST00000663816,67,0,33,24,0,0
MSTRG.16282.6,70,239,36,54,64,26
ENST00000215115,179,458,566,401,636,544
ENST00000665761,6,21,2,1,21,5
ENST00000658747,10,5,5,2,10,19
ENST00000279804,23,41,0,82,30,29
MSTRG.16287.2,25,29,15,90,32,0
ENST00000395019,9,0,0,29,0,0
ENST00000916717,0,0,0,0,0,0
ENST00000565419,0,0,15,0,0,0
ENST00000566211,0,5,1,1,1,5
ENST00000215095,241,119,239,117,121,267
ENST00000562798,0,1,0,0,0,0
ENST00000471231,0,9,0,0,0,4
MSTRG.16290.5,0,0,73,1134,0,0
MSTRG.16290.6,0,620,0,0,0,417
ENST00000562319,0,3,253,0,12,9
ENST00000566320,0,0,0,0,0,0
ENST00000565939,0,0,3,0,2,0
ENST00000566056,0,0,0,39,0,0
ENST00000562642,0,0,0,1,0,0
ENST00000566237,0,0,0,0,0,0
ENST00000262519,0,0,0,0,0,0
ENST00000682768,0,0,0,0,0,0
ENST00000452917,0,0,0,0,1,3
ENST00000867900,0,0,0,0,47,64
ENST00000867901,0,0,0,0,0,0
ENST00000867902,0,0,0,0,0,0
ENST00000867903,0,0,3,0,0,0
ENST00000867906,0,0,0,0,0,0
ENST00000867907,0,0,0,0,0,0
ENST00000867904,0,0,0,0,0,0
ENST00000867908,0,0,0,0,0,0
ENST00000949918,0,0,0,0,0,0
ENST00000867909,0,0,0,0,0,0
ENST00000262520,0,26,0,33,0,0
ENST00000297679,0,0,0,242,0,0
ENST00000867910,0,0,10,0,0,0
ENST00000867911,0,0,0,0,0,0
ENST00000562932,0,1,0,1,0,2
ENST00000574447,0,0,0,0,0,0
ENST00000867912,0,0,0,0,0,0
ENST00000949920,0,0,0,0,0,0
ENST00000867913,0,0,0,0,0,0
ENST00000949921,0,0,0,0,0,0
ENST00000867914,0,0,0,0,0,0
ENST00000867915,0,0,0,0,0,0
ENST00000563777,179,725,56,183,239,69
ENST00000338343,1623,1702,847,1128,2567,1965
MSTRG.16290.4,5,706,498,250,551,470
ENST00000565690,263,41,11,0,19,14
ENST00000427128,563,527,1529,10,847,807
ENST00000318663,927,887,355,1330,1178,489
MSTRG.16290.14,39,50,0,15,91,35
ENST00000563161,8,20,2,10,9,15
ENST00000562699,23,5,2,18,0,0
ENST00000614997,19,24,0,16,8,11
ENST00000710314,320,275,151,129,85,78
ENST00000684162,896,1002,1367,1021,1101,1327
MSTRG.16292.6,171,180,116,136,59,14
ENST00000640410,1,1,1,1,1,1
ENST00000624286,44,49,25,27,33,25
ENST00000867905,33,0,19,8,38,65
ENST00000949919,25,77,7,0,4,0
ENST00000930187,20,0,0,0,0,7
ENST00000457779,0,0,0,0,0,0
ENST00000394998,0,0,0,5,0,0
ENST00000851823,0,0,0,44,0,0
ENST00000851824,0,0,0,0,0,0
ENST00000487411,0,82,0,0,0,12
ENST00000851825,0,0,0,0,0,0
ENST00000566353,0,83,0,0,0,0
ENST00000950664,0,0,0,0,0,0
ENST00000927499,0,0,0,0,0,0
ENST00000478150,0,2,2,1,1,2
ENST00000503629,0,1,0,0,3,2
ENST00000564368,0,0,2,0,0,0
ENST00000763206,0,0,0,0,0,0
ENST00000493902,6,0,34,0,0,0
MSTRG.16296.7,335,308,49,1,50,29
ENST00000496977,1,1,0,0,0,0
ENST00000460668,1,1,0,0,0,0
ENST00000313843,211,447,386,320,621,378
MSTRG.16296.12,77,93,0,457,0,0
ENST00000461455,2,14,1,5,5,8
ENST00000565483,8,1,2,0,0,0
ENST00000613541,3,1,2,34,13,9
ENST00000486660,1,7,1,4,2,1
ENST00000475862,1,2,2,7,2,1
ENST00000468583,2,11,0,7,1,2
ENST00000570266,9,0,0,4,0,0
ENST00000622229,0,0,0,0,0,0
ENST00000921192,0,0,0,0,0,0
ENST00000535577,0,0,0,0,0,0
ENST00000969632,0,0,0,0,0,0
ENST00000852228,0,0,0,0,0,0
ENST00000426488,0,0,0,0,0,0
ENST00000394983,0,0,0,0,0,0
ENST00000852227,0,0,0,44,0,0
ENST00000539836,0,0,0,0,0,0
ENST00000969633,0,0,0,0,0,0
ENST00000969631,0,0,0,0,0,0
ENST00000414399,0,3,0,0,0,0
ENST00000442862,0,0,0,0,0,0
ENST00000564456,0,0,2,0,0,0
ENST00000564189,0,0,409,370,596,163
ENST00000533518,0,0,0,0,0,0
ENST00000492427,0,0,0,0,0,0
ENST00000532364,0,0,0,0,0,0
ENST00000529564,0,0,0,0,0,0
MSTRG.16303.7,0,4,0,6,0,664
ENST00000319788,0,0,0,0,0,0
ENST00000420057,0,0,0,0,0,1
ENST00000879180,0,0,0,0,0,0
ENST00000879179,0,0,0,42,0,0
ENST00000747910,0,0,3,12,0,0
ENST00000498155,0,0,0,0,0,0
ENST00000417110,27,185,123,14,26,57
ENST00000852229,41,178,75,303,62,98
ENST00000921195,2,0,0,0,0,0
ENST00000921194,4,0,0,0,0,0
ENST00000300849,72,380,360,0,177,256
ENST00000538906,133,0,61,0,125,0
ENST00000921193,4,81,3,45,0,62
ENST00000417935,1,0,2,0,2,0
ENST00000568708,1,11,19,4,0,4
MSTRG.16301.1,26,6,9,14,3,2
ENST00000914100,61,567,200,263,95,206
ENST00000300850,41,0,0,0,200,190
ENST00000428260,462,341,197,0,74,0
ENST00000394979,800,676,771,851,565,850
ENST00000280606,20,8,23,15,2,30
ENST00000486499,19,29,42,9,16,16
MSTRG.16303.8,20,7,49,8,161,137
ENST00000354895,87,37,160,174,149,334
ENST00000300851,17,283,96,167,213,412
ENST00000394975,519,420,880,831,567,593
ENST00000394971,8,3,0,3,0,5
ENST00000472468,15,5,14,0,12,3
ENST00000624508,5,34,21,15,6,22
ENST00000562368,0,0,0,0,0,0
ENST00000955222,0,0,0,0,0,0
ENST00000418068,0,0,0,0,0,0
ENST00000569305,0,0,0,0,0,0
ENST00000571878,0,0,0,0,0,0
ENST00000563693,0,0,0,0,0,0
ENST00000569614,0,0,0,0,0,0
ENST00000561897,0,0,0,0,0,0
ENST00000562390,0,0,0,0,0,0
ENST00000268281,22,0,0,29,9,19
ENST00000394951,0,0,0,0,0,0
ENST00000287507,0,0,199,0,0,0
ENST00000567530,0,0,0,0,0,0
ENST00000859430,0,0,0,0,0,0
ENST00000859431,0,0,170,0,0,0
ENST00000859432,0,0,0,0,0,0
MSTRG.16305.9,0,0,0,365,0,0
ENST00000859428,0,0,0,0,0,0
ENST00000859429,0,0,0,0,0,0
ENST00000859433,0,0,0,0,0,0
ENST00000950483,0,0,0,0,0,0
ENST00000859434,0,0,0,0,0,0
ENST00000859435,0,0,0,0,0,0
ENST00000859436,0,0,0,0,0,0
ENST00000859437,0,0,0,0,0,0
ENST00000950482,0,0,0,0,0,0
ENST00000913319,0,0,3,0,0,0
ENST00000484226,0,0,0,0,0,0
ENST00000567682,0,0,0,1,0,0
ENST00000652764,0,0,0,0,0,0
MSTRG.16306.4,0,0,0,0,117,4
MSTRG.16306.5,0,0,0,1183,0,0
MSTRG.16306.8,0,12,0,0,0,1760
ENST00000610813,0,0,0,0,0,0
ENST00000964168,0,0,0,0,0,0
ENST00000568261,0,0,0,0,0,0
ENST00000567531,0,0,0,0,0,0
ENST00000567797,0,0,0,0,4,0
ENST00000394950,508,475,1004,515,835,809
ENST00000219794,554,501,312,541,1094,854
ENST00000566568,13,195,36,145,75,57
ENST00000561755,2,0,4,5,0,0
ENST00000567676,8,5,2,3,2,5
MSTRG.16306.1,690,722,489,184,427,180
ENST00000543774,51,248,0,0,0,0
ENST00000219797,340,0,333,266,458,165
ENST00000448516,319,12,304,289,97,60
ENST00000539683,759,359,354,67,529,20
ENST00000576336,24,59,16,35,25,35
ENST00000613584,14,3,12,2,6,5
ENST00000538768,84,107,12,69,15,41
ENST00000537402,14,0,5,21,9,5
ENST00000573144,1,1,2,3,4,1
ENST00000317508,2502,2369,1732,6478,3100,2346
ENST00000563605,1,1,1,2,0,2
ENST00000564025,3,3,1,1,2,1
ENST00000567833,49,78,44,58,46,97
ENST00000812285,0,0,0,0,0,8
ENST00000561916,0,0,0,0,0,5
ENST00000812284,0,6,0,0,2,4
ENST00000561508,0,0,0,0,0,0
ENST00000247470,24,154,183,39,356,488
ENST00000350605,11,41,57,8,66,60
ENST00000565022,10,40,76,21,4,50
ENST00000568383,0,0,0,0,0,0
ENST00000302964,0,0,0,0,0,10
ENST00000928116,0,0,4,0,0,0
ENST00000322122,3,0,38,0,0,50
ENST00000566605,0,0,17,0,6,25
ENST00000925795,0,0,0,0,0,0
ENST00000715541,0,0,0,0,0,0
ENST00000715542,0,0,0,0,0,0
ENST00000875022,0,0,0,0,0,0
ENST00000875023,0,0,0,0,0,0
ENST00000875024,0,0,0,0,0,0
ENST00000875025,0,0,0,0,0,0
ENST00000875026,0,0,0,0,0,0
ENST00000875027,0,0,612,203,0,0
ENST00000875028,0,0,0,0,0,0
ENST00000875029,0,0,0,0,0,0
ENST00000925796,0,0,0,311,0,0
ENST00000925797,0,0,0,0,0,0
ENST00000925798,0,0,0,0,0,0
ENST00000925799,0,0,0,0,0,0
ENST00000925800,0,0,0,0,0,0
ENST00000925801,0,0,0,0,0,0
ENST00000925802,0,0,0,0,0,0
ENST00000925807,0,0,0,0,0,0
ENST00000925808,0,0,0,0,0,0
ENST00000948616,0,474,2141,0,624,0
ENST00000948617,0,0,0,0,0,0
ENST00000948618,0,0,0,0,0,0
ENST00000948619,0,0,0,0,0,0
ENST00000925806,0,0,0,0,0,0
ENST00000948620,0,0,0,0,0,0
ENST00000875030,0,0,0,0,0,0
ENST00000925803,0,0,0,0,0,0
ENST00000875031,0,0,0,0,0,0
ENST00000875032,0,0,0,0,0,0
ENST00000875033,0,0,0,0,0,0
ENST00000925805,0,822,0,2,838,0
ENST00000948621,0,0,0,0,0,0
ENST00000564743,0,1,0,0,0,0
ENST00000474990,0,0,0,0,0,8
ENST00000875021,166,0,3,5,313,157
ENST00000380244,661,0,0,553,0,431
ENST00000254108,414,150,3614,337,298,259
ENST00000487045,78,164,148,40,115,197
ENST00000487509,9723,4586,5355,8215,4989,8163
ENST00000568685,105,0,0,0,0,73
ENST00000487974,44,163,98,47,81,102
ENST00000570090,6,3,5,2,7,1
ENST00000568901,97,62,47,67,65,73
ENST00000564766,57,130,92,41,52,127
ENST00000569760,3,11,4,6,3,3
ENST00000483853,18,33,12,18,11,49
ENST00000648685,0,0,0,10,0,0
ENST00000943359,0,0,0,0,0,0
ENST00000943361,0,0,0,0,0,0
ENST00000943360,0,0,0,0,0,0
ENST00000544665,0,0,0,0,0,0
ENST00000882543,0,0,0,0,0,0
ENST00000570242,0,0,0,0,0,0
ENST00000567031,0,0,0,0,0,0
ENST00000561838,0,0,0,0,0,0
ENST00000777754,0,0,0,0,0,0
ENST00000567178,0,0,0,0,0,0
ENST00000569746,0,0,0,0,0,0
ENST00000565142,0,0,0,0,0,0
ENST00000777755,0,0,0,0,0,0
ENST00000777757,0,0,0,0,0,0
ENST00000777756,0,0,0,0,0,0
ENST00000777758,0,0,0,0,0,0
ENST00000777759,0,0,0,0,0,0
ENST00000701822,0,0,0,0,0,0
ENST00000777924,0,0,0,0,0,0
ENST00000857609,0,3,16,0,2,2
ENST00000857608,0,0,0,0,0,0
ENST00000958242,0,0,0,0,0,0
ENST00000618063,0,0,0,0,0,0
ENST00000564218,112,0,6,134,29,31
ENST00000315678,17,0,0,0,0,0
ENST00000764713,0,0,0,0,0,0
ENST00000764712,0,0,0,0,0,0
ENST00000764715,0,0,0,0,0,0
ENST00000764716,0,0,0,0,0,0
ENST00000764714,0,0,0,0,0,0
ENST00000701395,4,0,1,0,0,3
ENST00000726743,0,1,0,0,3,0
ENST00000568403,0,0,0,0,0,0
ENST00000565692,0,0,0,0,0,0
ENST00000624568,0,0,0,0,0,0
ENST00000566722,20,10,44,10,15,42
ENST00000562403,4,1,2,2,3,2
ENST00000569291,0,0,0,0,0,0
MSTRG.16316.1,0,121,0,33,147,0
ENST00000408912,0,0,0,0,0,0
ENST00000948131,0,0,0,0,0,0
ENST00000564900,0,0,0,0,0,0
MSTRG.16316.12,0,0,0,0,0,12
ENST00000565454,0,0,0,0,0,0
ENST00000567066,0,4,0,0,0,0
ENST00000902093,0,0,0,7,0,0
ENST00000965082,0,0,0,0,0,0
ENST00000965083,0,0,0,0,0,0
ENST00000902094,0,0,0,0,0,0
ENST00000563712,0,0,0,0,0,0
ENST00000965084,0,0,0,0,0,0
ENST00000965085,0,0,0,0,0,0
ENST00000569254,0,5,2,2,0,0
ENST00000565360,0,0,0,0,0,0
ENST00000361773,0,0,0,0,0,0
ENST00000394858,0,0,0,0,0,86
ENST00000568142,0,12,0,6,54,189
ENST00000564804,0,0,0,0,0,0
ENST00000569576,0,0,0,0,0,0
ENST00000419665,0,0,0,0,0,0
ENST00000330498,0,0,11,8,0,0
ENST00000865380,0,0,0,0,0,0
ENST00000565446,0,0,0,0,0,2
ENST00000565137,0,0,0,9,0,0
ENST00000568891,0,6,0,0,0,0
ENST00000570164,0,0,509,0,280,161
ENST00000962032,0,11,0,0,0,9
ENST00000564197,0,0,0,0,0,0
ENST00000567051,0,0,0,0,0,0
ENST00000865279,0,0,0,0,0,0
ENST00000865280,0,0,0,0,0,0
