id,Label,nodeAttr[nodesPresent, ]
ENST00000224784,ACTA2,turquoise
ENST00000480297,ACTA2,turquoise
ENST00000624358,CYP26C1,turquoise
ENST00000371418,LGI1,turquoise
ENST00000626307,LGI1,turquoise
ENST00000875452,PLCE1,turquoise
ENST00000370992,RRP12,turquoise
ENST00000905878,LOXL4,turquoise
ENST00000344586,NKX2-3,turquoise
ENST00000452494,,turquoise
ENST00000370196,TLX1,turquoise
ENST00000369847,PCGF6,turquoise
ENST00000358187,ITPRIP,turquoise
ENST00000369774,SH3PXD2A,turquoise
ENST00000263054,SORCS1,turquoise
ENST00000901329,ADD3,turquoise
ENST00000369519,RBM20,turquoise
ENST00000439649,GFRA1,turquoise
ENST00000369236,GFRA1,turquoise
ENST00000451024,NKX1-2,turquoise
ENST00000649536,UROS,turquoise
ENST00000623953,,turquoise
ENST00000388920,FOXI2,turquoise
ENST00000654872,,turquoise
ENST00000381153,C11orf21,turquoise
ENST00000416167,IGF2,turquoise
ENST00000335475,KCNQ1,turquoise
ENST00000311051,APBB1,turquoise
ENST00000689128,SBF2,turquoise
ENST00000531732,MICAL2,turquoise
ENST00000909716,NUCB2,turquoise
ENST00000909720,NUCB2,turquoise
ENST00000265968,CSRP3,turquoise
ENST00000529533,MUC15,turquoise
ENST00000312319,ELF5,turquoise
ENST00000528989,LDLRAD3,turquoise
ENST00000227155,CD82,turquoise
ENST00000395629,MAPK8IP1,turquoise
ENST00000908710,MADD,turquoise
ENST00000945131,MADD,turquoise
ENST00000922732,MADD,turquoise
ENST00000389602,MYRF,turquoise
ENST00000346178,GANAB,turquoise
ENST00000909124,MACROD1,turquoise
ENST00000908662,SLC3A2,turquoise
ENST00000908664,SLC3A2,turquoise
ENST00000538084,SLC3A2,turquoise
ENST00000377891,SLC3A2,turquoise
ENST00000164139,PYGM,turquoise
ENST00000279259,FAU,turquoise
ENST00000252268,DPF2,turquoise
ENST00000532932,LTBP3,turquoise
ENST00000698129,TALAM1,turquoise
ENST00000710864,MALAT1,turquoise
ENST00000526258,KDM2A,turquoise
ENST00000263674,ARHGEF17,turquoise
ENST00000336898,GDPD5,turquoise
ENST00000322563,WNT11,turquoise
ENST00000884906,EMSY,turquoise
ENST00000886046,CAPN5,turquoise
ENST00000533655,DDIAS,turquoise
ENST00000533880,PRSS23,turquoise
ENST00000532572,PRSS23,turquoise
ENST00000893186,PRSS23,turquoise
ENST00000418526,CNTN5,turquoise
ENST00000650687,CRYAB,turquoise
ENST00000335953,ZBTB16,turquoise
ENST00000683554,ZBTB16,turquoise
ENST00000714289,,turquoise
ENST00000884477,ARHGEF12,turquoise
ENST00000529823,MIR100HG,turquoise
ENST00000531381,MIR100HG,turquoise
ENST00000780503,MIR100HG,turquoise
ENST00000638157,GRAMD1B,turquoise
ENST00000278927,ESAM,turquoise
ENST00000527786,FLI1,turquoise
ENST00000239830,CCDC77,turquoise
ENST00000916653,ERC1,turquoise
ENST00000535350,FOXM1,turquoise
ENST00000360168,SCNN1A,turquoise
ENST00000428824,POU5F1P3,turquoise
ENST00000318602,A2M,turquoise
ENST00000956132,A2M,turquoise
ENST00000266397,ERP27,turquoise
ENST00000786854,,turquoise
ENST00000240662,KCNJ8,turquoise
ENST00000261178,BMAL2,turquoise
ENST00000939868,TMTC1,turquoise
ENST00000948240,DENND5B,turquoise
ENST00000920053,ETFBKMT,turquoise
ENST00000679360,LRRK2,turquoise
ENST00000337299,COL2A1,turquoise
ENST00000380518,COL2A1,turquoise
ENST00000928357,COL2A1,turquoise
ENST00000493991,COL2A1,turquoise
ENST00000466884,COL2A1,turquoise
ENST00000490609,COL2A1,turquoise
ENST00000932999,SPATS2,turquoise
ENST00000869771,DIP2B,turquoise
ENST00000508564,LINC02381,turquoise
ENST00000551103,IKZF4,turquoise
ENST00000546485,RPL41,turquoise
ENST00000358888,RPL41,turquoise
ENST00000678322,DCTN2,turquoise
ENST00000905555,GNS,turquoise
ENST00000308259,MSRB3,turquoise
ENST00000361484,LRRC10,turquoise
ENST00000547103,OTOGL,turquoise
ENST00000684924,,turquoise
ENST00000256010,NTS,turquoise
ENST00000875100,SLC25A3,turquoise
ENST00000551917,SLC25A3,turquoise
ENST00000228318,SLC25A3,turquoise
ENST00000261637,UTP20,turquoise
ENST00000967999,PARPBP,turquoise
ENST00000308664,ATP2A2,turquoise
ENST00000895618,RPL6,turquoise
ENST00000879864,TPCN1,turquoise
ENST00000405440,TBX5,turquoise
ENST00000926852,BICDL1,turquoise
ENST00000874747,RPLP0,turquoise
ENST00000337174,CAMKK2,turquoise
ENST00000360564,MMP17,turquoise
ENST00000535004,MMP17,turquoise
ENST00000937600,POLE,turquoise
ENST00000241125,GJA3,turquoise
ENST00000382263,TNFRSF19,turquoise
ENST00000403372,TNFRSF19,turquoise
ENST00000536792,CDK8,turquoise
ENST00000380808,MTUS2,turquoise
ENST00000379705,TRPC4,turquoise
ENST00000379747,POSTN,turquoise
ENST00000497145,POSTN,turquoise
ENST00000945014,CYSLTR2,turquoise
ENST00000355854,CAB39L,turquoise
ENST00000615498,FAM124A,turquoise
ENST00000322475,FAM124A,turquoise
ENST00000876241,THSD1,turquoise
ENST00000613252,DACH1,turquoise
ENST00000581816,MIR17HG,turquoise
ENST00000376747,UGGT2,turquoise
ENST00000704373,MBNL2,turquoise
ENST00000682017,DOCK9,turquoise
ENST00000267294,ZIC5,turquoise
ENST00000376335,ZIC2,turquoise
ENST00000636475,PCCA,turquoise
ENST00000909470,BIVM,turquoise
ENST00000535094,MCF2L,turquoise
ENST00000375604,MCF2L,turquoise
ENST00000612156,ADPRHL1,turquoise
ENST00000375418,ADPRHL1,turquoise
ENST00000905563,PCK2,turquoise
ENST00000560410,PSME2,turquoise
ENST00000699886,RNF31,turquoise
ENST00000699888,RNF31,turquoise
ENST00000968258,MYH6,turquoise
ENST00000405093,MYH6,turquoise
ENST00000968267,MYH6,turquoise
ENST00000968284,MYH6,turquoise
ENST00000553750,CMTM5,turquoise
ENST00000968259,MYH6,turquoise
ENST00000968253,MYH6,turquoise
ENST00000968261,MYH6,turquoise
ENST00000968262,MYH6,turquoise
ENST00000651452,MYH6,turquoise
ENST00000968290,MYH6,turquoise
ENST00000968274,MYH6,turquoise
ENST00000968282,MYH6,turquoise
ENST00000968289,MYH6,turquoise
ENST00000702194,,turquoise
ENST00000557461,MYH6,turquoise
ENST00000965941,MYH7,turquoise
ENST00000972013,HECTD1,turquoise
ENST00000729137,LOC105370455,turquoise
ENST00000725092,,turquoise
ENST00000396165,MIA2,turquoise
ENST00000532462,PYGL,turquoise
ENST00000645694,SIX1,turquoise
ENST00000853904,SMOC1,turquoise
ENST00000853903,SMOC1,turquoise
ENST00000361956,SMOC1,turquoise
ENST00000381280,SMOC1,turquoise
ENST00000557704,DPF3,turquoise
ENST00000381216,DPF3,turquoise
ENST00000925860,VRTN,turquoise
ENST00000256362,VRTN,turquoise
ENST00000925861,VRTN,turquoise
ENST00000553716,PGF,turquoise
ENST00000238682,TGFB3,turquoise
ENST00000880024,CIPC,turquoise
ENST00000864005,STON2,turquoise
ENST00000330753,FLRT2,turquoise
ENST00000887122,DGLUCY,turquoise
ENST00000887121,DGLUCY,turquoise
ENST00000216492,CHGA,turquoise
ENST00000315988,ASB2,turquoise
ENST00000866514,SERPINA1,turquoise
ENST00000866518,SERPINA1,turquoise
ENST00000331224,DLK1,turquoise
ENST00000341267,DLK1,turquoise
ENST00000547643,CRIP2,turquoise
ENST00000299267,GABRB3,turquoise
ENST00000541819,GABRB3,turquoise
ENST00000311550,GABRB3,turquoise
ENST00000614355,TJP1,turquoise
ENST00000934392,TJP1,turquoise
ENST00000934394,TJP1,turquoise
ENST00000713610,ACTC1,turquoise
ENST00000713607,GJD2-DT,turquoise
ENST00000868405,ACTC1,turquoise
ENST00000557860,ACTC1,turquoise
ENST00000648556,ACTC1,turquoise
ENST00000808239,GJD2-DT,turquoise
ENST00000951937,SPRED1,turquoise
ENST00000771076,,turquoise
ENST00000771073,,turquoise
ENST00000561100,GPR176,turquoise
ENST00000397536,CCDC9B,turquoise
ENST00000249749,DLL4,turquoise
ENST00000869538,TYRO3,turquoise
ENST00000505373,MAPKBP1,turquoise
ENST00000349748,CAPN3,turquoise
ENST00000318023,CAPN3,turquoise
ENST00000397163,CAPN3,turquoise
ENST00000674139,CAPN3,turquoise
ENST00000913682,CDAN1,turquoise
ENST00000441322,CKMT1B,turquoise
ENST00000220478,SCG3,turquoise
ENST00000654059,LOC101928499,turquoise
ENST00000267853,MYZAP,turquoise
ENST00000396064,GTF2A2,turquoise
ENST00000439052,BNIP2,turquoise
ENST00000534939,FBXL22,turquoise
ENST00000714013,TPM1,turquoise
ENST00000940176,TPM1,turquoise
ENST00000357980,TPM1,turquoise
ENST00000267996,TPM1,turquoise
ENST00000651590,TPM1,turquoise
ENST00000268043,PIF1,turquoise
ENST00000261881,TIPIN,turquoise
ENST00000352331,KIF23,turquoise
ENST00000379727,CYP1A1,turquoise
ENST00000684509,CPEB1,turquoise
ENST00000961202,FSD2,turquoise
ENST00000558018,MFGE8,turquoise
ENST00000310775,FANCI,turquoise
ENST00000355112,BLM,turquoise
ENST00000268164,ST8SIA2,turquoise
ENST00000961130,NR2F2,turquoise
ENST00000421109,NR2F2,turquoise
ENST00000453270,NR2F2,turquoise
ENST00000889129,MEF2A,turquoise
ENST00000889135,MEF2A,turquoise
ENST00000705985,MEF2A,turquoise
ENST00000293894,SOX8,turquoise
ENST00000562684,JPT2,turquoise
ENST00000483320,TEDC2,turquoise
ENST00000576985,ZSCAN10,turquoise
ENST00000252463,ZSCAN10,turquoise
ENST00000399609,SRL,turquoise
ENST00000425191,ABAT,turquoise
ENST00000907334,SNN,turquoise
ENST00000874415,PARN,turquoise
ENST00000873752,METTL9,turquoise
ENST00000917718,METTL9,turquoise
ENST00000647876,PRRT2,turquoise
ENST00000346932,SEZ6L2,turquoise
ENST00000876145,SEZ6L2,turquoise
ENST00000350605,PYCARD,turquoise
ENST00000564731,MYLK3,turquoise
ENST00000254235,ADCY7,turquoise
ENST00000895068,AKTIP,turquoise
ENST00000880396,DOK4,turquoise
ENST00000698445,USB1,turquoise
ENST00000268603,CDH11,turquoise
ENST00000341529,CDH5,turquoise
ENST00000889788,RRAD,turquoise
ENST00000299759,RRAD,turquoise
ENST00000458121,PARD6A,turquoise
ENST00000851819,HAS3,turquoise
ENST00000302628,CALB2,turquoise
ENST00000268489,ZFHX3,turquoise
ENST00000258169,MPHOSPH6,turquoise
ENST00000412692,GSE1,turquoise
ENST00000649859,FOXC2,turquoise
ENST00000969714,BANP,turquoise
ENST00000618002,RPH3AL,turquoise
ENST00000894530,SLC43A2,turquoise
ENST00000519584,ENO3,turquoise
ENST00000315614,NEURL4,turquoise
ENST00000437099,GAS7,turquoise
ENST00000443061,MYOCD,turquoise
ENST00000674673,PMP22,turquoise
ENST00000226218,VTN,turquoise
ENST00000621161,RAB11FIP4,turquoise
ENST00000591048,UNC45B,turquoise
ENST00000394211,GRB7,turquoise
ENST00000674214,DNAJC7,turquoise
ENST00000543428,PSME3,turquoise
ENST00000393664,ETV4,turquoise
ENST00000319349,ETV4,turquoise
ENST00000571981,MYL4,turquoise
ENST00000954750,MYL4,turquoise
ENST00000393450,MYL4,turquoise
ENST00000954751,MYL4,turquoise
ENST00000869091,MYL4,turquoise
ENST00000572303,MYL4,turquoise
ENST00000806868,,turquoise
ENST00000717408,HOXB-AS1,turquoise
ENST00000332503,HOXB4,turquoise
ENST00000892665,PDK2,turquoise
ENST00000952408,SGCA,turquoise
ENST00000451037,CA10,turquoise
ENST00000424486,TMEM100,turquoise
ENST00000893798,TMEM100,turquoise
ENST00000885255,TRIM37,turquoise
ENST00000591313,TBX2-AS1,turquoise
ENST00000590421,TBX2-AS1,turquoise
ENST00000477081,TBX2,turquoise
ENST00000389520,TANC2,turquoise
ENST00000563924,PECAM1,turquoise
ENST00000581993,MRPS7,turquoise
ENST00000589082,MXRA7,turquoise
ENST00000592951,SEPTIN9,turquoise
ENST00000541152,SEPTIN9,turquoise
ENST00000579760,C1QTNF1,turquoise
ENST00000675386,BAHCC1,turquoise
ENST00000863046,ACTG1,turquoise
ENST00000573478,MCRIP1,turquoise
ENST00000858967,MYADML2,turquoise
ENST00000941942,MYOM1,turquoise
ENST00000941945,MYOM1,turquoise
ENST00000356443,MYOM1,turquoise
ENST00000687483,DLGAP1-AS2,turquoise
ENST00000692104,DLGAP1-AS2,turquoise
ENST00000905718,ZBTB14,turquoise
ENST00000866152,EPB41L3,turquoise
ENST00000866143,EPB41L3,turquoise
ENST00000866158,EPB41L3,turquoise
ENST00000866151,EPB41L3,turquoise
ENST00000695635,MTCL1,turquoise
ENST00000423027,GNAL,turquoise
ENST00000579454,GREB1L,turquoise
ENST00000424526,GREB1L,turquoise
ENST00000581072,MIR133A1HG,turquoise
ENST00000642541,ASXL3,turquoise
ENST00000593195,ASXL3,turquoise
ENST00000863107,FHOD3,turquoise
ENST00000257209,FHOD3,turquoise
ENST00000863114,FHOD3,turquoise
ENST00000269466,ELAC1,turquoise
ENST00000768702,MIR122HG,turquoise
ENST00000361673,ALPK2,turquoise
ENST00000336078,ZNF532,turquoise
ENST00000929495,ZNF532,turquoise
ENST00000316660,PMAIP1,turquoise
ENST00000575389,SALL3,turquoise
ENST00000876944,MOB3A,turquoise
ENST00000262953,TLE2,turquoise
ENST00000679828,PIP5K1C,turquoise
ENST00000262960,DPP9,turquoise
ENST00000703254,DPP9,turquoise
ENST00000919619,PTPRS,turquoise
ENST00000860153,MARCHF2,turquoise
ENST00000595838,ADAMTS10,turquoise
ENST00000160262,ICAM3,turquoise
ENST00000529370,TYK2,turquoise
ENST00000924726,SMARCA4,turquoise
ENST00000697576,ZNF44,turquoise
ENST00000588454,CALR,turquoise
ENST00000593114,RAD23A,turquoise
ENST00000589048,PALM3,turquoise
ENST00000643092,WIZ,turquoise
ENST00000198939,CHERP,turquoise
ENST00000252590,PLVAP,turquoise
ENST00000407280,IFI30,turquoise
ENST00000600289,LSM4,turquoise
ENST00000392386,CRLF1,turquoise
ENST00000684169,CRLF1,turquoise
ENST00000590187,NCAN,turquoise
ENST00000310123,LGI4,turquoise
ENST00000874908,FXYD1,turquoise
ENST00000351325,FXYD1,turquoise
ENST00000874918,FXYD1,turquoise
ENST00000334116,ZNF529,turquoise
ENST00000402194,SUPT5H,turquoise
ENST00000359191,SUPT5H,turquoise
ENST00000359274,PLD3,turquoise
ENST00000310054,CYP2S1,turquoise
ENST00000221452,RELB,turquoise
ENST00000221476,CKM,turquoise
ENST00000590918,GIPR,turquoise
ENST00000906414,SAE1,turquoise
ENST00000718252,DHX34,turquoise
ENST00000699873,LIG1,turquoise
ENST00000452087,NUCB1,turquoise
ENST00000252825,HRC,turquoise
ENST00000334976,EMC10,turquoise
ENST00000596399,LIM2,turquoise
ENST00000221973,LIM2,turquoise
ENST00000222212,CACNG7,turquoise
ENST00000376531,TTYH1,turquoise
ENST00000587845,UBE2S,turquoise
ENST00000334181,ZNF749,turquoise
ENST00000597136,TRIM28,turquoise
ENST00000899121,PUM2,turquoise
ENST00000899141,PUM2,turquoise
ENST00000865593,EMILIN1,turquoise
ENST00000380320,EMILIN1,turquoise
ENST00000889860,OST4,turquoise
ENST00000884194,TRIM54,turquoise
ENST00000380075,TRIM54,turquoise
ENST00000884675,RASGRP3,turquoise
ENST00000952088,SLC8A1,turquoise
ENST00000413479,SLC8A1-AS1,turquoise
ENST00000686249,,turquoise
ENST00000303077,SIX2,turquoise
ENST00000541738,PREPL,turquoise
ENST00000409957,PREPL,turquoise
ENST00000306156,PRKCE,turquoise
ENST00000340553,FOXN2,turquoise
ENST00000898762,SPTBN1,turquoise
ENST00000404735,RPS27A,turquoise
ENST00000660923,EHBP1-AS1,turquoise
ENST00000766977,EHBP1-AS1,turquoise
ENST00000366671,OTX1,turquoise
ENST00000282549,OTX1,turquoise
ENST00000272321,WDPCP,turquoise
ENST00000560281,MEIS1,turquoise
ENST00000491706,MEIS1,turquoise
ENST00000439433,MEIS1-AS2,turquoise
ENST00000409517,MEIS1,turquoise
ENST00000295379,BMP10,turquoise
ENST00000696727,HTRA2,turquoise
ENST00000295057,LRRTM1,turquoise
ENST00000643817,REEP1,turquoise
ENST00000165698,REEP1,turquoise
ENST00000923521,IMMT,turquoise
ENST00000910384,IMMT,turquoise
ENST00000910388,IMMT,turquoise
ENST00000962833,IMMT,turquoise
ENST00000965776,SMYD1,turquoise
ENST00000614034,ZNF2,turquoise
ENST00000876104,FHL2,turquoise
ENST00000393352,FHL2,turquoise
ENST00000409441,LIMS1,turquoise
ENST00000331203,FBLN7,turquoise
ENST00000393107,STEAP3,turquoise
ENST00000961934,CLASP1,turquoise
ENST00000961924,CLASP1,turquoise
ENST00000355119,LIMS2,turquoise
ENST00000409455,LIMS2,turquoise
ENST00000259216,CFC1,turquoise
ENST00000636471,ZEB2,turquoise
ENST00000392825,GALNT13,turquoise
ENST00000953167,GALNT5,turquoise
ENST00000873501,ITGB6,turquoise
ENST00000768694,,turquoise
ENST00000477019,KCNH7,turquoise
ENST00000812505,,turquoise
ENST00000284669,KLHL41,turquoise
ENST00000272797,KLHL23,turquoise
ENST00000715174,TTN,turquoise
ENST00000894515,CCDC141,turquoise
ENST00000446966,TTN,turquoise
ENST00000342992,TTN,turquoise
ENST00000436599,TTN,turquoise
ENST00000590024,,turquoise
ENST00000360870,TTN,turquoise
ENST00000634225,TTN,turquoise
ENST00000343876,CCDC141,turquoise
ENST00000409284,CCDC141,turquoise
ENST00000233156,TFPI,turquoise
ENST00000686960,,turquoise
ENST00000702947,,turquoise
ENST00000304636,COL3A1,turquoise
ENST00000261024,SLC40A1,turquoise
ENST00000677454,HSPD1,turquoise
ENST00000921539,SGO2,turquoise
ENST00000967985,KANSL1L,turquoise
ENST00000852785,IKZF2,turquoise
ENST00000446046,FN1,turquoise
ENST00000865089,FN1,turquoise
ENST00000477226,DES,turquoise
ENST00000953545,OBSL1,turquoise
ENST00000404537,OBSL1,turquoise
ENST00000373876,OBSL1,turquoise
ENST00000852416,SGPP2,turquoise
ENST00000321276,SGPP2,turquoise
ENST00000413197,COPS7B,turquoise
ENST00000295550,COL6A3,turquoise
ENST00000264601,RAB17,turquoise
ENST00000409223,KLHL30,turquoise
ENST00000234040,PASK,turquoise
ENST00000889445,SIRPA,turquoise
ENST00000380648,EBF4,turquoise
ENST00000477287,EBF4,turquoise
ENST00000876903,PTPRA,turquoise
ENST00000217195,ADISSP,turquoise
ENST00000698795,LRRN4,turquoise
ENST00000378858,LRRN4,turquoise
ENST00000923518,LRRN4,turquoise
ENST00000698796,LRRN4,turquoise
ENST00000449299,BTBD3,turquoise
ENST00000255006,RIN2,turquoise
ENST00000613128,PAX1,turquoise
ENST00000444366,PAX1,turquoise
ENST00000246006,CD93,turquoise
ENST00000376862,SYNDIG1,turquoise
ENST00000674240,HM13,turquoise
ENST00000621426,NOL4L,turquoise
ENST00000328111,DNMT3B,turquoise
ENST00000880497,SNTA1,turquoise
ENST00000397800,CBFA2T2,turquoise
ENST00000931655,NCOA6,turquoise
ENST00000373941,EPB41L1,turquoise
ENST00000448944,VSTM2L,turquoise
ENST00000396863,MYBL2,turquoise
ENST00000316673,HNF4A,turquoise
ENST00000800895,,turquoise
ENST00000396009,NFATC2,turquoise
ENST00000371025,EDN3,turquoise
ENST00000492611,PHACTR3,turquoise
ENST00000252997,GATA5,turquoise
ENST00000583223,,turquoise
ENST00000657710,MIR99AHG,turquoise
ENST00000670980,MIR99AHG,turquoise
ENST00000667313,MIR99AHG,turquoise
ENST00000262354,D21S2088E,turquoise
ENST00000952488,USP16,turquoise
ENST00000381132,RCAN1,turquoise
ENST00000431390,HMGN1,turquoise
ENST00000329618,B3GALT5-AS1,turquoise
ENST00000960762,SLC37A1,turquoise
ENST00000695527,PCNT,turquoise
ENST00000669476,MCM3AP-AS1,turquoise
ENST00000787726,,turquoise
ENST00000438754,SEPTIN5,turquoise
ENST00000455843,,turquoise
ENST00000383045,SEPTIN5,turquoise
ENST00000649276,TBX1,turquoise
ENST00000407587,MYO18B,turquoise
ENST00000418374,MYO18B,turquoise
ENST00000852342,AP1B1,turquoise
ENST00000402369,GAL3ST1,turquoise
ENST00000407817,TCN2,turquoise
ENST00000486651,YWHAH-AS1,turquoise
ENST00000359787,MB,turquoise
ENST00000402042,MRTFA,turquoise
ENST00000394449,TBC1D22A,turquoise
ENST00000930912,PLXNB2,turquoise
ENST00000890232,PLXNB2,turquoise
ENST00000664402,SHANK3,turquoise
ENST00000693754,EMC3,turquoise
ENST00000419585,FANCD2,turquoise
ENST00000916956,NUP210,turquoise
ENST00000330688,RARB,turquoise
ENST00000434693,RBMS3,turquoise
ENST00000874346,RBMS3,turquoise
ENST00000874345,RBMS3,turquoise
ENST00000383767,RBMS3,turquoise
ENST00000383766,RBMS3,turquoise
ENST00000421391,FBXL2,turquoise
ENST00000437131,GOLGA4,turquoise
ENST00000340369,XIRP1,turquoise
ENST00000917497,KIF15,turquoise
ENST00000326047,KIF15,turquoise
ENST00000917495,KIF15,turquoise
ENST00000938308,CRIPTO,turquoise
ENST00000493282,CRIPTO,turquoise
ENST00000296145,CRIPTO,turquoise
ENST00000653454,MYL3,turquoise
ENST00000957833,MYL3,turquoise
ENST00000877132,MYL3,turquoise
ENST00000292327,MYL3,turquoise
ENST00000395869,MYL3,turquoise
ENST00000655244,MYL3,turquoise
ENST00000427125,PTH1R,turquoise
ENST00000884814,LAMB2,turquoise
ENST00000676712,RHOA,turquoise
ENST00000331456,TRAIP,turquoise
ENST00000614032,SLC38A3,turquoise
ENST00000616701,SEMA3B,turquoise
ENST00000636880,ACY1,turquoise
ENST00000232975,TNNC1,turquoise
ENST00000954170,CACNA1D,turquoise
ENST00000583516,ESRG,turquoise
ENST00000867985,FAM107A,turquoise
ENST00000487097,PRICKLE2-DT,turquoise
ENST00000295903,ADAMTS9,turquoise
ENST00000475557,ADAMTS9,turquoise
ENST00000352241,MITF,turquoise
ENST00000461511,MITF,turquoise
ENST00000642352,MITF,turquoise
ENST00000479530,PDZRN3,turquoise
ENST00000495679,DPPA4,turquoise
ENST00000878043,PHLDB2,turquoise
ENST00000393923,PHLDB2,turquoise
ENST00000793799,LOC105374041,turquoise
ENST00000793787,LOC105374041,turquoise
ENST00000909638,BOC,turquoise
ENST00000928196,BOC,turquoise
ENST00000909647,BOC,turquoise
