id,Label,nodeAttr[nodesPresent, ]
ENST00000428771,HES4,turquoise
ENST00000304952,HES4,turquoise
ENST00000309212,MXRA8,turquoise
ENST00000427211,ANKRD65,turquoise
ENST00000378453,HES5,turquoise
ENST00000377893,GPR153,turquoise
ENST00000377845,ACOT7,turquoise
ENST00000377507,TNFRSF9,turquoise
ENST00000461985,CDA,turquoise
ENST00000375071,CDA,turquoise
ENST00000540617,ALPL,turquoise
ENST00000374392,NCMAP,turquoise
ENST00000619836,PDIK1L,turquoise
ENST00000361157,IFI6,turquoise
ENST00000271064,TINAGL1,turquoise
ENST00000373422,PHC2,turquoise
ENST00000372573,FOXJ3,turquoise
ENST00000271139,MOB3C,turquoise
ENST00000928916,L1TD1,turquoise
ENST00000928902,L1TD1,turquoise
ENST00000371116,FOXD3,turquoise
ENST00000262348,WLS,turquoise
ENST00000370976,WLS,turquoise
ENST00000354567,AK5,turquoise
ENST00000330010,NEXN,turquoise
ENST00000855565,ADGRL2,turquoise
ENST00000855569,ADGRL2,turquoise
ENST00000260505,TTLL7,turquoise
ENST00000370589,MCOLN3,turquoise
ENST00000684568,EVI5,turquoise
ENST00000935051,CCDC18,turquoise
ENST00000271227,SLC44A3,turquoise
ENST00000467909,SLC44A3,turquoise
ENST00000305352,S1PR1,turquoise
ENST00000481871,DPH5,turquoise
ENST00000369965,WDR47,turquoise
ENST00000369962,WDR47,turquoise
ENST00000667852,LINC01356,turquoise
ENST00000765284,LINC01356,turquoise
ENST00000632517,,turquoise
ENST00000879565,RPRD2,turquoise
ENST00000324048,ZNF687,turquoise
ENST00000368873,PI4KB,turquoise
ENST00000368875,PI4KB,turquoise
ENST00000852748,PI4KB,turquoise
ENST00000955930,NPR1,turquoise
ENST00000875564,SHC1,turquoise
ENST00000368407,EFNA1,turquoise
ENST00000368194,ARHGEF11,turquoise
ENST00000956711,ARHGEF11,turquoise
ENST00000368124,CADM3,turquoise
ENST00000361509,IGSF9,turquoise
ENST00000367909,RGS4,turquoise
ENST00000693292,,turquoise
ENST00000451607,GAS5,turquoise
ENST00000360851,RGL1,turquoise
ENST00000367521,COLGALT2,turquoise
ENST00000367520,COLGALT2,turquoise
ENST00000367433,KCNT2,turquoise
ENST00000413687,INAVA,turquoise
ENST00000367283,ELF3,turquoise
ENST00000471105,RNPEP,turquoise
ENST00000367284,ELF3,turquoise
ENST00000491336,PPP1R12B,turquoise
ENST00000470492,SNRPE,turquoise
ENST00000341360,ATP2B4,turquoise
ENST00000861178,RBBP5,turquoise
ENST00000906547,PFKFB2,turquoise
ENST00000610948,LINC00467,turquoise
ENST00000881026,PROX1,turquoise
ENST00000881022,PROX1,turquoise
ENST00000366929,TGFB2,turquoise
ENST00000789338,,turquoise
ENST00000863548,TP53BP2,turquoise
ENST00000272133,CNIH3,turquoise
ENST00000366838,SRP9,turquoise
ENST00000366820,LEFTY2,turquoise
ENST00000272134,LEFTY1,turquoise
ENST00000366837,EPHX1,turquoise
ENST00000666609,H3-3A,turquoise
ENST00000366810,MIXL1,turquoise
ENST00000271971,CAPN9,turquoise
ENST00000366661,TTC13,turquoise
ENST00000733246,,turquoise
ENST00000649110,LINC00707,turquoise
ENST00000955813,GATA3,turquoise
ENST00000889955,DHTKD1,turquoise
ENST00000867538,OPTN,turquoise
ENST00000545675,SEPHS1,turquoise
ENST00000376624,SPAG6,turquoise
ENST00000313311,SPAG6,turquoise
ENST00000946671,SVIL,turquoise
ENST00000860295,SVIL,turquoise
ENST00000424869,ZEB1,turquoise
ENST00000374867,NRP1,turquoise
ENST00000355710,RET,turquoise
ENST00000891516,RASSF4,turquoise
ENST00000475914,,turquoise
ENST00000929784,NEUROG3,turquoise
ENST00000242462,NEUROG3,turquoise
ENST00000287139,NODAL,turquoise
ENST00000263563,PALD1,turquoise
ENST00000394957,VSIR,turquoise
ENST00000894723,PLAU,turquoise
ENST00000639913,KCNMA1,turquoise
ENST00000623527,CDHR1,turquoise
ENST00000700021,PTEN,turquoise
ENST00000458159,ACTA2,turquoise
ENST00000415557,ACTA2,turquoise
ENST00000371697,ANKRD1,turquoise
ENST00000888208,PCGF5,turquoise
ENST00000614189,PCGF5,turquoise
ENST00000942714,PCGF5,turquoise
ENST00000941956,MYOF,turquoise
ENST00000901926,SORBS1,turquoise
ENST00000266058,SLIT1,turquoise
ENST00000536831,RRP12,turquoise
ENST00000320185,FGF8,turquoise
ENST00000346714,FGF8,turquoise
ENST00000901356,ADD3,turquoise
ENST00000277900,ADD3,turquoise
ENST00000393104,PDCD4,turquoise
ENST00000392982,VWA2,turquoise
ENST00000369236,GFRA1,turquoise
ENST00000439649,GFRA1,turquoise
ENST00000684105,GFRA1,turquoise
ENST00000966480,MCMBP,turquoise
ENST00000451024,NKX1-2,turquoise
ENST00000368614,LRRC27,turquoise
ENST00000368592,NKX6-2,turquoise
ENST00000681938,IFITM1,turquoise
ENST00000890765,CD151,turquoise
ENST00000528011,CD151,turquoise
ENST00000524947,KRTAP5-AS1,turquoise
ENST00000381395,IGF2,turquoise
ENST00000416167,IGF2,turquoise
ENST00000434045,IGF2,turquoise
ENST00000445504,IGF2-AS,turquoise
ENST00000381361,IGF2-AS,turquoise
ENST00000381363,IGF2-AS,turquoise
ENST00000381330,INS,turquoise
ENST00000534491,OSBPL5,turquoise
ENST00000857954,DENND2B,turquoise
ENST00000857951,DENND2B,turquoise
ENST00000857977,DENND2B,turquoise
ENST00000857964,DENND2B,turquoise
ENST00000856816,USP47,turquoise
ENST00000856820,USP47,turquoise
ENST00000947338,MICAL2,turquoise
ENST00000530691,MICAL2,turquoise
ENST00000864318,MICAL2,turquoise
ENST00000655819,SOX6,turquoise
ENST00000531066,PLEKHA7,turquoise
ENST00000909724,NUCB2,turquoise
ENST00000838907,LINC00678,turquoise
ENST00000343674,DGKZ,turquoise
ENST00000682741,CTNND1,turquoise
ENST00000921788,CTNND1,turquoise
ENST00000922232,FAM111A,turquoise
ENST00000856808,MYRF,turquoise
ENST00000856799,MYRF,turquoise
ENST00000389602,MYRF,turquoise
ENST00000918477,ZFTA,turquoise
ENST00000911905,MARK2,turquoise
ENST00000294179,STX5,turquoise
ENST00000322147,LTBP3,turquoise
ENST00000513398,ACTN3,turquoise
ENST00000265643,GAL,turquoise
ENST00000933455,GAL,turquoise
ENST00000393676,FOLR1,turquoise
ENST00000393609,ARAP1,turquoise
ENST00000852596,ARAP1,turquoise
ENST00000533603,SERPINH1,turquoise
ENST00000304771,MAP6,turquoise
ENST00000529308,USP35,turquoise
ENST00000534061,NAALAD2,turquoise
ENST00000409404,FAT3,turquoise
ENST00000768271,LINC02700,turquoise
ENST00000768274,LINC02700,turquoise
ENST00000263468,CEP126,turquoise
ENST00000528673,ZC3H12C,turquoise
ENST00000278601,C11orf52,turquoise
ENST00000529221,TTC12,turquoise
ENST00000528158,NCAM1,turquoise
ENST00000335953,ZBTB16,turquoise
ENST00000683554,ZBTB16,turquoise
ENST00000535509,ZBTB16,turquoise
ENST00000359492,APOA1,turquoise
